date,timezone,baseline_pick_count,candidate_v2_pick_count,candidate_v6_pick_count,overlap_three_way_picks,candidate_v6_strengthened_rows,candidate_v6_weakened_rows,candidate_v6_secondary_rows,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,candidate_v6_wins,candidate_v6_losses,candidate_v6_profit_units,candidate_v6_roi_percent,run_finished_at
2026-05-23,Atlantic/Canary,3,3,2,2,0,0,0,0,0,0.0,,0,0,0.0,,0,0,0.0,,2026-05-24T11:51:47.752171+00:00
