league_tier,vsigma_priority,market_family_hint,matches
TIER_1,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1
TIER_1,B_ANALIZAR,OVER_OR_BTTS_CHECK,3
TIER_2,NO_DATA_BLOCKED,NO_DATA_ENRICHMENT_REQUIRED,3
TIER_2,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,1
TIER_3,NO_DATA_BLOCKED,NO_DATA_ENRICHMENT_REQUIRED,27
TIER_4,NO_DATA_BLOCKED,NO_DATA_ENRICHMENT_REQUIRED,16
