date,timezone,mode,status,reason,baseline_competition_rows,candidate_v2_competition_rows,candidate_v4_competition_rows,firewall_checked_rows,firewall_kept_rows,firewall_downgraded_rows,firewall_secondary_rows,firewall_removed_rows,official_baseline_preserved,candidate_v2_preserved,run_finished_at
2026-05-21,Atlantic/Canary,SHADOW_CANDIDATE_V4_O25_LOW_CONVERSION_FIREWALL,CANDIDATE_V4_NO_BET,candidate v2 shortlist empty,0,0,0,0,0,0,0,0,1,1,2026-05-21T21:06:04.190206+00:00
