date,country,league,league_tier,fixture_id,home_team,away_team,status,vsigma_pre_score,vsigma_priority,market_family_hint,data_warning,league_quality_score,data_quality_score,standings_context_score,attack_environment_score,recent_stats_process_score,recent_lab_context_score,team_edge_score,team_edge_raw,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,home_goal_path_score,away_goal_path_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,odds_imp_over15,odds_imp_over25,odds_imp_under35,odds_imp_btts_yes,odds_imp_home_win,odds_imp_draw,odds_imp_away_win,odds_imp_home_dnb,odds_imp_away_dnb,odds_market_support_count,odds_bookmaker_support_count,odds_dispersion_score,odds_structure_coherence_flag,odds_total_ladder_shape,odds_goal_expectation_band,odds_side_fragility_flag,odds_btts_support_flag,odds_over25_support_flag,odds_over15_support_flag,odds_under35_support_flag,odds_market_translation_hint,odds_line_aggression_flag,odds_confidence_adjustment_score,odds_structure_depth_status,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_absences,away_absences,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,home_rank,away_rank,home_points,away_points,home_goals_diff,away_goals_diff,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_matches,away_recent_matches,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,data_enrichment_level
2026-05-23,Spain,La Liga,TIER_1,1391196,Real Madrid,Athletic Club,NS,96.24,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,3.79,18.55,3.8,0.0,16.0,19.91,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,19.97,14.75,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,10.0,1.0,1.0,FULL,FULL,12.4,9.6,HIGH,HIGH,FULL,22.0,0.0,0.1,16.0,10.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,671.96,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,2.0,12.0,83.0,45.0,40.0,-13.0,1.0,0.0,1.375,1.125,1.75,1.25,1.625,1.75,1.0,0.625,0.125,0.125,0.875,0.5,1.0,0.75,0.625,0.625,8.0,8.0,5.0,5.0,1.0,1.0,17.0,10.2,17.2,8.6,7.0,3.2,4.6,4.6,53.6,52.0,6.6,6.8,5.6,3.6,11.8,12.6,3.0,2.25,2.6,0.75,4.6,3.0,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-23,Italy,Serie A,TIER_1,1378234,Bologna,Inter,NS,96.04,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,4.21,17.93,3.8,0.0,16.0,-28.72,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,9.92,19.97,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,1.0,1.0,FULL,FULL,9.6,6.4,HIGH,HIGH,FULL,16.0,0.0,0.1,10.0,8.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,491.94,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,8.0,1.0,55.0,86.0,3.0,54.0,0.0,1.0,0.875,2.25,0.625,2.625,1.75,1.375,0.375,1.0,0.25,0.25,0.25,0.75,0.875,1.0,0.375,0.625,8.0,8.0,5.0,5.0,1.0,1.0,10.6,14.6,9.6,13.6,2.8,5.6,3.2,3.6,57.6,56.0,5.0,5.4,5.0,5.0,12.0,11.2,0.6,2.0,2.0,1.6,3.4,4.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-23,Spain,La Liga,TIER_1,1391197,Valencia,Barcelona,NS,94.63,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,4.13,16.6,3.8,0.0,16.0,-26.92,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,11.62,18.44,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,1.0,1.0,FULL,FULL,14.0,5.2,HIGH,HIGH,FULL,19.2,0.0,0.1,14.0,6.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,671.95,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,9.0,1.0,46.0,94.0,-11.0,61.0,0.0,1.0,1.25,2.625,1.25,1.75,1.375,0.75,0.625,0.875,0.125,0.375,0.5,0.5,0.75,0.75,0.375,0.5,8.0,8.0,5.0,5.0,1.0,1.0,13.8,14.2,12.8,8.8,3.6,5.8,4.8,2.8,43.2,70.8,4.8,5.2,4.6,3.8,15.0,9.8,1.4,1.8,2.6,2.8,4.4,3.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-23,Italy,Serie A,TIER_1,1378237,Lazio,Pisa,NS,91.79,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,2.53,15.36,3.8,0.0,16.0,26.78,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,19.66,8.85,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,1.0,1.0,FULL,FULL,10.8,11.2,HIGH,HIGH,FULL,22.0,0.0,0.1,14.0,12.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,656.94,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,9.0,20.0,51.0,18.0,0.0,-44.0,0.0,1.0,1.875,0.375,1.5,0.625,0.875,2.375,0.875,0.375,0.375,0.0,0.5,0.375,0.75,0.75,0.25,0.75,8.0,8.0,5.0,5.0,1.0,1.0,11.2,11.4,15.6,11.2,4.4,4.0,4.0,3.8,47.6,48.4,3.8,3.8,6.4,3.2,11.8,15.8,2.4,2.2,1.25,2.8,2.4,2.6,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-23,Belgium,Jupiler Pro League,TIER_1,1536964,OH Leuven,Genk,NS,91.78,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,4.16,16.22,3.8,0.0,13.4,-12.18,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,12.98,17.95,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,657.02,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,6.0,2.0,23.0,35.0,-17.0,2.0,0.0,1.0,0.625,1.25,0.75,1.5,1.75,2.0,0.5,0.75,0.25,0.125,0.375,0.75,0.75,0.875,0.375,0.5,8.0,8.0,5.0,5.0,1.0,1.0,8.6,17.6,15.0,10.2,3.2,5.6,5.4,3.0,48.6,53.0,4.8,7.8,5.6,2.2,12.0,11.8,2.4,1.6,3.0,3.0,2.6,4.4,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-23,Belgium,Jupiler Pro League,TIER_1,1536963,Standard Liege,Charleroi,NS,91.13,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,5.28,16.87,3.8,0.0,10.98,9.98,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,16.76,12.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,657.01,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,1.0,4.0,37.0,31.0,0.0,-2.0,1.0,0.5,1.75,1.25,1.875,1.0,1.0,1.125,0.875,0.625,0.25,0.25,0.75,0.375,0.875,0.875,0.75,0.25,8.0,8.0,5.0,5.0,1.0,1.0,12.0,11.8,15.2,12.4,4.0,4.4,4.4,3.8,43.6,47.0,3.6,3.6,7.4,6.6,7.2,11.4,0.8,1.8,2.25,1.25,3.8,2.8,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-23,Spain,La Liga,TIER_1,1391189,Alaves,Rayo Vallecano,NS,89.12,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,1.52,20.0,3.8,0.0,9.7,-8.82,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,17.73,19.97,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,1.0,1.0,FULL,FULL,4.0,8.8,HIGH,HIGH,FULL,12.8,0.0,0.1,4.0,10.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,672.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,14.0,8.0,43.0,47.0,-11.0,-4.0,0.0,0.0,1.125,2.0,2.125,1.5,2.375,1.125,1.0,0.875,0.0,0.625,1.0,0.25,1.0,0.625,0.875,0.5,8.0,8.0,5.0,5.0,1.0,1.0,14.2,17.0,11.4,13.4,4.2,6.6,4.6,4.8,46.6,48.6,6.2,4.0,6.0,4.4,12.0,16.0,2.6,4.0,1.6,1.25,4.4,3.6,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-23,Spain,La Liga,TIER_1,1391190,Real Betis,Levante,NS,87.35,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,3.28,17.71,3.8,0.0,8.46,7.69,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,15.91,16.52,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,1.0,1.0,FULL,FULL,10.0,10.0,HIGH,HIGH,FULL,20.0,0.0,0.1,10.0,10.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,671.96,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,5.0,15.0,57.0,42.0,10.0,-13.0,0.5,0.5,1.25,1.75,1.5,1.5,1.375,1.5,0.875,0.75,0.25,0.375,0.75,0.5,0.875,0.75,0.5,0.375,8.0,8.0,5.0,5.0,1.0,1.0,11.0,17.0,11.2,9.2,4.0,5.2,4.8,3.0,50.8,54.0,4.2,6.6,4.0,4.0,12.2,12.4,3.0,2.2,1.0,0.8,3.4,5.0,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-23,Spain,La Liga,TIER_1,1391195,Mallorca,Oviedo,NS,86.8,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,3.28,18.06,3.8,0.0,7.56,6.87,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,16.8,14.67,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,1.0,1.0,FULL,FULL,10.0,7.6,HIGH,HIGH,FULL,17.6,0.0,0.1,10.0,8.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,671.97,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,19.0,20.0,39.0,29.0,-13.0,-31.0,1.0,1.0,1.75,1.375,1.625,1.25,1.125,1.375,1.0,0.875,0.25,0.375,0.75,0.5,0.875,0.75,0.75,0.5,8.0,8.0,5.0,5.0,1.0,1.0,10.2,11.8,14.2,7.8,4.2,4.2,4.0,3.6,46.2,53.0,5.0,4.6,5.8,3.8,15.4,11.6,1.6,2.5,1.4,1.8,1.8,2.6,FULL,TEAM_LAST_8_ALL_COMPETITIONS
2026-05-23,Belgium,Jupiler Pro League,TIER_1,1536965,Antwerp,KVC Westerlo,NS,86.14,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,OK_FULL_STATS,30,28.0,3.36,18.48,3.8,0.0,6.3,-5.73,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,16.84,19.08,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,,,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,657.03,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,5.0,3.0,28.0,33.0,-7.0,-5.0,0.0,0.5,1.25,1.375,1.375,1.625,1.75,1.5,0.75,0.875,0.125,0.375,0.625,0.625,0.875,0.875,0.625,0.625,8.0,8.0,5.0,5.0,1.0,1.0,16.6,13.6,11.6,11.8,6.2,6.0,4.6,6.0,58.6,48.8,7.6,4.0,3.0,5.2,14.6,9.4,2.4,1.8,4.4,1.4,4.8,3.2,FULL,TEAM_LAST_8_ALL_COMPETITIONS
