mode,pick_count,settled_rows,pending_rows,unmatched_rows,wins,losses,pushes,voids,profit_units,roi_percent,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
SHADOW_CANDIDATE_V6_API_PREDICTIONS_BENCHMARK,2,2,0,0,1,1,0,0,-0.64,-32.0,2026-05-21,2026-05-21T10:55:23+00:00,POST,CANDIDATE_V6_RESULTS,NO_DATE_COLUMN,2026-05-21-20260521T105523Z
