target_date,generated_at,review_rows,bucket_counts,risk_label_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-16,2026-06-16T13:28:22+01:00,27,P1_REVIEW_STRONG_SIGNAL=14; P3_REVIEW_LOW_SIGNAL=13,MEDIUM=14; LOW=13,NO_CANONICAL_BOARD_PERMISSION=27,NO_PICK_PERMISSION=27,NO_STAKE_PERMISSION=27,"Use this inspector only for human triage. It cannot promote, create picks, or create stake permission.",NO,NO
