target_date,generated_at,rules_available,candidate_rules_applied,shadow_rows,finished_shadow_rows,pending_shadow_rows,hit_rows,miss_rows,void_rows,not_evaluated_rows,shadow_outcome_counts,rule_market_counts,rule_decision_counts,paper_trade_permission_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-16,2026-06-16T19:20:45+01:00,77,17,238,137,101,93,39,5,0,PENDING_RESULT=101; HIT=93; MISS=39; VOID=5,OVER_1_5=106; UNDER_3_5=50; API_DNB=41; API_DOUBLE_CHANCE=41,WATCH_ONLY_COLLECT_TO_50_SAMPLE=192; FUTURE_RULE_REVIEW_ONLY=46,SHADOW_ONLY=238,NO_RULE_ACTIVATION_PERMISSION=238,NO_PICK_PERMISSION=238,NO_STAKE_PERMISSION=238,"Track shadow outcomes over future runs. This ledger cannot activate rules, picks, or stake.",NO,NO
