target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,provider,refresh_status,refresh_note,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,result_ready_for_ledger,api_calls_planned,api_calls_executed,auto_apply,production_change
2026-06-16,2026-06-16T13:28:22+01:00,1538395,Bolívar,Guabirá,Primera División,Bolivia,2026-06-15T23:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,PST,Match Postponed,,,,,,,,,,,,NO,27,1,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1547744,Dakota,Sporting,Division di Honor,Aruba,2026-06-16T00:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,1,1,1,1,0,,,,,YES,27,2,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1524044,Rochedale Rovers,Moreton City Excelsior,Queensland NPL,Australia,2026-06-16T09:15:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,5,2,5,0,2,,,,,YES,27,3,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1524029,WDSC Wolves,Eastern Suburbs,Queensland NPL,Australia,2026-06-16T09:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,2,1,2,1,0,,,,,YES,27,4,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1524039,Gold Coast Knights,Lions,Queensland NPL,Australia,2026-06-16T09:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,PST,Match Postponed,,,,,,,,,,,,NO,27,5,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1524151,Redlands United,SC Wanderers,Queensland Premier League,Australia,2026-06-16T09:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,4,2,4,2,2,,,,,YES,27,6,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1541092,Mebrat Hayl,Mekelle Kenema,Premier League,Ethiopia,2026-06-16T10:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,0,0,0,0,0,,,,,YES,27,7,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1547545,Sable,Foncha ST,Elite Two,Cameroon,2026-06-16T12:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,1H,First Half,28,1,1,,,1,1,,,,,NO,27,8,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1477248,Namungo,Tabora United,Ligi kuu Bara,Tanzania,2026-06-16T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,27,9,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1508054,Al Ahed,Al Hikma,Premier League,Lebanon,2026-06-16T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,27,10,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1508055,Shabab Al Sahel,Racing,Premier League,Lebanon,2026-06-16T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,27,11,NO,NO
2026-06-16,2026-06-16T13:28:22+01:00,1541093,Bahardar,Welayta Dicha,Premier League,Ethiopia,2026-06-16T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,27,12,NO,NO
