target_date,generated_at,fixture_id,home_team,away_team,league,country,api_league_id,api_season,fixture_date_utc,fixture_status,venue_name,home_team_id,away_team_id,downstream_use,executor_status,scoring_eligibility_after_execution,fixture_detail_available,predictions_available,odds_available,events_available,statistics_available,lineups_available,prediction_winner_name,prediction_advice,pred_home_total_pct,pred_away_total_pct,pred_home_form_pct,pred_away_form_pct,pred_home_att_pct,pred_away_att_pct,pred_home_def_pct,pred_away_def_pct,match_winner_home_odd,match_winner_draw_odd,match_winner_away_odd,over_1_5_odd,under_1_5_odd,over_2_5_odd,under_2_5_odd,over_3_5_odd,under_3_5_odd,market_signal_summary,scored_candidate_status,normal_gate_requirement,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-06-16,2026-06-16T13:28:21+01:00,1532448,Hartford Athletic W,New England Mutiny W,USL W League,USA,1117,2026,2026-06-15T23:00:00+00:00,FT,,27748,27613,DIAGNOSTIC_ONLY_NO_SCORING,EXECUTED_WITH_DATA,NO_DIAGNOSTIC_ONLY,YES,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,DIAGNOSTIC_ONLY_NO_SCORING,Diagnostic-only row cannot feed scoring.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T13:28:21+01:00,1538395,Bolívar,Guabirá,Primera División,Bolivia,344,2026,2026-06-15T23:00:00+00:00,PST,Estadio Hernando Siles,3702,3704,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,NO,NO,NO,Bolívar,Combo Winner : Bolívar and +1.5 goals,62.8,37.2,44,56,50,50,62,38,1.18,6.20,10.25,1.67,2.05,2.25,1.57,1.62,2.20,prediction_winner=Bolívar | pred_total_home_away=62.8/37.2 | 1x2=1.18/6.20/10.25 | ou2.5=2.25/1.57,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T13:28:21+01:00,1532205,Birmingham Legion W,Chattanooga Red Wolves W,USL W League,USA,1117,2026,2026-06-15T23:30:00+00:00,NS,,23933,23937,DIAGNOSTIC_ONLY_NO_SCORING,EXECUTED_WITH_DATA,NO_DIAGNOSTIC_ONLY,YES,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,DIAGNOSTIC_ONLY_NO_SCORING,Diagnostic-only row cannot feed scoring.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T13:28:21+01:00,1547744,Dakota,Sporting,Division di Honor,Aruba,421,2025,2026-06-16T00:30:00+00:00,FT,,8237,26895,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,YES,NO,NO,Dakota,Double chance : Dakota or draw,68.6,31.4,47,53,65,35,75,25,,,,,,,,,,prediction_winner=Dakota | pred_total_home_away=68.6/31.4,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T13:28:21+01:00,1489378,Iran,New Zealand,World Cup,World,1,2026,2026-06-16T01:00:00+00:00,FT,SoFi Stadium,22,4673,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,YES,YES,,No predictions available,0,0,0,0,0,0,0,0,1.82,3.40,4.60,2.45,1.48,5.60,1.11,1.85,1.73,pred_total_home_away=0/0 | 1x2=1.82/3.40/4.60 | ou2.5=5.60/1.11,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T13:28:21+01:00,1525405,Real Colorado Foxes,Unión Villa Krause,USL League Two,USA,256,2026,2026-06-16T01:00:00+00:00,TBD,,13200,3961,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,NO,NO,NO,Unión Villa Krause,Combo Winner : Unión Villa Krause and +2.5 goals,47.7,52.3,55,45,52,48,36,64,,,,,,,,,,prediction_winner=Unión Villa Krause | pred_total_home_away=47.7/52.3,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T13:28:21+01:00,1524044,Rochedale Rovers,Moreton City Excelsior,Queensland NPL,Australia,482,2026,2026-06-16T09:15:00+00:00,FT,,11182,22916,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Moreton City Excelsior,Combo Double chance : draw or Moreton City Excelsior and +1.5 goals,38.6,61.4,46,54,40,60,43,57,5.40,4.60,1.44,1.48,2.45,1.30,3.25,1.77,1.95,prediction_winner=Moreton City Excelsior | pred_total_home_away=38.6/61.4 | 1x2=5.40/4.60/1.44 | ou2.5=1.30/3.25,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T13:28:21+01:00,1524029,WDSC Wolves,Eastern Suburbs,Queensland NPL,Australia,482,2026,2026-06-16T09:30:00+00:00,FT,,11184,2531,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Eastern Suburbs,Double chance : draw or Eastern Suburbs,33.8,66.2,48,52,41,59,30,70,2.50,4.00,2.25,1.48,2.45,2.45,1.48,1.77,1.95,prediction_winner=Eastern Suburbs | pred_total_home_away=33.8/66.2 | 1x2=2.50/4.00/2.25 | ou2.5=2.45/1.48,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T13:28:21+01:00,1524039,Gold Coast Knights,Lions,Queensland NPL,Australia,482,2026,2026-06-16T09:30:00+00:00,PST,,10215,10217,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,NO,NO,NO,Gold Coast Knights,Combo Double chance : Gold Coast Knights or draw and +1.5 goals,49.3,50.7,45,55,45,55,50,50,3.50,4.20,1.75,1.48,2.45,1.30,3.25,1.77,1.95,prediction_winner=Gold Coast Knights | pred_total_home_away=49.3/50.7 | 1x2=3.50/4.20/1.75 | ou2.5=1.30/3.25,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-16,2026-06-16T13:28:21+01:00,1524151,Redlands United,SC Wanderers,Queensland Premier League,Australia,833,2026,2026-06-16T09:30:00+00:00,FT,Compass Grounds,10222,10223,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Redlands United,Double chance : Redlands United or draw,49.2,50.8,42,58,40,60,44,56,2.75,3.85,2.10,1.62,2.15,1.42,2.70,2.05,1.70,prediction_winner=Redlands United | pred_total_home_away=49.2/50.8 | 1x2=2.75/3.85/2.10 | ou2.5=1.42/2.70,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
