target_date,generated_at,registry_rules,rows_reviewed,in_sample_rows,out_of_sample_rows,pending_rows,evaluated_rows,oos_evaluated_rows,oos_hit_rows,oos_miss_rows,oos_void_rows,oos_hit_rate_pct,oos_hit_or_void_rate_pct,oos_class_counts,oos_outcome_counts,rule_market_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-16,2026-06-16T13:29:01+01:00,28,208,6,28,174,34,28,24,3,1,85.7,89.3,PENDING_RESULT=174; OUT_OF_SAMPLE=28; IN_SAMPLE_BOOTSTRAP=6,PENDING_RESULT=174; HIT=29; MISS=3; VOID=2,OVER_1_5=85; API_DNB=58; API_DOUBLE_CHANCE=58; UNDER_3_5=7,NO_RULE_ACTIVATION_PERMISSION=208,NO_PICK_PERMISSION=208,NO_STAKE_PERMISSION=208,Collect future OUT_OF_SAMPLE rows. No rule activation before sufficient out-of-sample sample size.,NO,NO
