target_date,generated_at,group_type,group_value,market,sample_rows,evaluated_rows,hit_rows,miss_rows,void_rows,pending_rows,not_evaluated_rows,hit_rate_pct,hit_or_void_rate_pct,miss_rate_pct,calibration_status,sample_warning,recommended_use,canonical_board_permission,pick_permission,stake_permission,auto_apply,production_change
2026-07-14,2026-07-14T10:25:38+01:00,ALL,ALL,API_1X2,648,293,161,132,0,354,1,54.9,54.9,45.1,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,REVIEW_ONLY_NO_PROMOTION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,ALL,ALL,API_DNB,648,293,161,72,60,354,1,54.9,75.4,24.6,CALIBRATION_STRONG_PROTECTED_MARKET,SAMPLE_OK_100_PLUS,CANDIDATE_FOR_FUTURE_RULE_REVIEW_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,ALL,ALL,API_DOUBLE_CHANCE,648,293,221,72,0,354,1,75.4,75.4,24.6,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,CANDIDATE_FOR_FUTURE_RULE_REVIEW_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,ALL,ALL,BTTS_YES,648,294,159,135,0,354,0,54.1,54.1,45.9,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,REVIEW_ONLY_NO_PROMOTION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,ALL,ALL,OVER_1_5,648,294,219,75,0,354,0,74.5,74.5,25.5,CALIBRATION_MEDIUM_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,WATCHLIST_FOR_FUTURE_RULE_REVIEW_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,ALL,ALL,OVER_2_5,648,294,167,127,0,354,0,56.8,56.8,43.2,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,REVIEW_ONLY_NO_PROMOTION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,ALL,ALL,UNDER_3_5,648,294,188,106,0,354,0,63.9,63.9,36.1,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,REVIEW_ONLY_NO_PROMOTION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,AWAY,API_1X2,297,140,76,64,0,157,0,54.3,54.3,45.7,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,REVIEW_ONLY_NO_PROMOTION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,AWAY,API_DNB,297,140,76,34,30,157,0,54.3,75.7,24.3,CALIBRATION_STRONG_PROTECTED_MARKET,SAMPLE_OK_100_PLUS,CANDIDATE_FOR_FUTURE_RULE_REVIEW_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,AWAY,API_DOUBLE_CHANCE,297,140,106,34,0,157,0,75.7,75.7,24.3,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,CANDIDATE_FOR_FUTURE_RULE_REVIEW_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,AWAY,BTTS_YES,297,140,83,57,0,157,0,59.3,59.3,40.7,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,REVIEW_ONLY_NO_PROMOTION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,AWAY,OVER_1_5,297,140,109,31,0,157,0,77.9,77.9,22.1,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,CANDIDATE_FOR_FUTURE_RULE_REVIEW_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,AWAY,OVER_2_5,297,140,88,52,0,157,0,62.9,62.9,37.1,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,REVIEW_ONLY_NO_PROMOTION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,AWAY,UNDER_3_5,297,140,84,56,0,157,0,60.0,60.0,40.0,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,REVIEW_ONLY_NO_PROMOTION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,HOME,API_1X2,350,153,85,68,0,197,0,55.6,55.6,44.4,CALIBRATION_NEUTRAL,SAMPLE_OK_100_PLUS,REVIEW_ONLY_NO_PROMOTION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,HOME,API_DNB,350,153,85,38,30,197,0,55.6,75.2,24.8,CALIBRATION_STRONG_PROTECTED_MARKET,SAMPLE_OK_100_PLUS,CANDIDATE_FOR_FUTURE_RULE_REVIEW_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,HOME,API_DOUBLE_CHANCE,350,153,115,38,0,197,0,75.2,75.2,24.8,CALIBRATION_STRONG_OBSERVED_EDGE,SAMPLE_OK_100_PLUS,CANDIDATE_FOR_FUTURE_RULE_REVIEW_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-14,2026-07-14T10:25:38+01:00,PREDICTED_SIDE,HOME,BTTS_YES,350,153,76,77,0,197,0,49.7,49.7,50.3,CALIBRATION_WEAK_OR_NEGATIVE,SAMPLE_OK_100_PLUS,DO_NOT_PROMOTE_FROM_THIS_BUCKET,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
