summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,10,10,3,3,0,75.442,0.241545,13.8,7.8,6.0,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,3,3,3,3,0,72.43,0.312883,21.0,13.0,8.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,7,7,0,0,0,76.7329,0.210972,10.7143,5.5714,5.1429,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,3,3,3,3,0,72.43,0.312883,21.0,13.0,8.0,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,3,3,0,0,0,81.32,0.392031,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,4,4,0,0,0,73.2925,0.075178,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,3,3,3,3,0,72.43,0.312883,21.0,13.0,8.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,7,7,0,0,0,76.7329,0.210972,10.7143,5.5714,5.1429,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,77.53,0.408982,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,2,2,2,2,0,69.88,0.264833,19.0,13.0,6.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,7,7,0,0,0,76.7329,0.210972,10.7143,5.5714,5.1429,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,3,3,3,3,0,72.43,0.312883,21.0,13.0,8.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,3,3,0,0,0,81.32,0.392031,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,4,4,0,0,0,73.2925,0.075178,0.0,0.0,0.0,0.0
