execution_rank,date,league,fixture_id,home_team,away_team,market_primary,final_recommendation,execution_shortlist_source,execution_score,selection_score,primary_edge,primary_model_prob,pick_main_why,pick_supporting_edges,pick_primary_risk,pick_execution_rationale,pick_bucket_rationale,pick_rank_rationale,pick_failure_mode,pick_confirmation_layers
1,2026-07-14,UEFA Champions League,1554387,The New Saints,Sabah FA,HOME_WIN,BET,PREMIUM_CORE,137.42818181818183,77.53,0.4089818181818181,0.5908,CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;BET_EXECUTABLE;COVERAGE_PARTIAL_CAUTION,CLEAN_MARKET_FIT;CORE_GATE_PASSED;PREMIUM_RULE_EVIDENCE;EDGE_ABOVE_THRESHOLD;EDGE_STRONG;EXECUTION_SCORE_TOP;BET_EXECUTABLE;AVAILABILITY_ADVISORY_ONLY;LINEUP_INACTIVE_NO_EDGE;COVERAGE_PARTIAL_CAUTION;COVERAGE_LIMITS_STATS;COVERAGE_LIMITS_INJURIES,FAILURE_MODE_DRAW_LIVE; market=HOME_WIN; edge=0.409; market_fit=SAFE_OK,BET; edge=0.409; prob=0.591; odds=5.50; SAFE_OK; APPROVED_BY_PREMIUM_PROMOTED_RULE,PREMIUM_CORE: CORE_GATE_PASSED; APPROVED_PREMIUM; BET; SAFE_OK,EXECUTION_SHORTLIST_SORT: execution_rank=1; phase=PREMIUM_CORE; execution_score=137.428; selection_score=77.530; primary_edge=0.409; primary_model_prob=0.591; shortlist_rank=5; caps=league2_market2_fixture1,DRAW_LIVE,ODDS+MARKET_TRANSLATION+FORM
