fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1554378,Gyori ETO FC,Vikingur Reykjavik,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,81.72,A_ANALIZAR_PRIMERO,
1554380,Inter Club d'Escaldes,Lincoln Red Imps FC,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,76.55,A_ANALIZAR_PRIMERO,
1554384,Riga,Ararat-Armenia,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,75.01,A_ANALIZAR_PRIMERO,
1554387,The New Saints,Sabah FA,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,73.84,A_ANALIZAR_PRIMERO,
1554381,KuPS,Vardar Skopje,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,72.32,A_ANALIZAR_PRIMERO,
1554379,Saburtalo,Flora Tallinn,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,69.62,A_ANALIZAR_PRIMERO,
1554383,Levski Sofia,Borac Banja Luka,,OVER_OR_BTTS_CHECK,66.9,A_ANALIZAR_PRIMERO,
1554376,Drita,Kauno Žalgiris,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,65.66,B_ANALIZAR,
1554385,Shamrock Rovers,Floriana,,OVER_OR_BTTS_CHECK,64.38,B_ANALIZAR,
1554425,La Fiorita,UNA Strassen,,OVER_OR_BTTS_CHECK,61.62,B_ANALIZAR,
1554382,Larne,Tre Fiori,,NO_DATA_ENRICHMENT_REQUIRED,61.35,B_ANALIZAR,
