target_date,generated_at,rows_reviewed,candidate_rows,block_rows,observe_rows,insufficient_sample_rows,rule_bucket_counts,rule_decision_counts,future_rule_candidate_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-07-06,2026-07-06T12:48:22+01:00,84,25,22,37,7,RULE_OBSERVE_ONLY_SEGMENT=28; RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET=22; RULE_CANDIDATE_PROTECTED_MARKET=12; RULE_CANDIDATE_TOTAL_MARKET=12; RULE_OBSERVE_ONLY_INSUFFICIENT_SAMPLE=7; RULE_NEUTRAL_OBSERVE_MORE=2; RULE_CANDIDATE_TOTAL_MARKET_EARLY_SAMPLE=1,OBSERVE_MORE_SEGMENT=28; FUTURE_RULE_REVIEW_ONLY=24; BLOCK_ML_PROMOTION=10; COLLECT_MORE_SAMPLE=7; BLOCK_BTTS_YES_PROMOTION=6; BLOCK_OVER_2_5_PROMOTION=6; OBSERVE_MORE_GLOBAL_MARKET=2; WATCH_ONLY_COLLECT_TO_50_SAMPLE=1,NO_SEGMENT_SAMPLE_TOO_SMALL=28; YES_REVIEW_ONLY=24; NO_BLOCKED_MARKET=22; NO_SAMPLE_TOO_SMALL=7; NO_OBSERVE_MORE=2; YES_REVIEW_ONLY_AFTER_SAMPLE_GROWS=1,NO_RULE_ACTIVATION_PERMISSION=84,NO_PICK_PERMISSION=84,NO_STAKE_PERMISSION=84,"Review candidate rules only after sample grows. This board cannot activate rules, picks, or stake.",NO,NO
