summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,2.0,2.0,2.0,0.451,0.516,0.0,20.0,0.0,2026-07-06T12:07:16.772706+00:00,,
home_quality_flag,,,,,,,,,,FULL,2.0
away_quality_flag,,,,,,,,,,FULL,2.0
