date,timezone,api_fixtures,local_date_fixtures,upcoming_fixtures,filtered_rows,scored_rows,shortlist_rows,deep_rows,approved_premium_rows,approved_standard_rows,approved_rows,competition_shortlist_rows,competition_top_rows,downgraded_rows,blocked_rows,watch_rows,snapshot_dir,run_finished_at
2026-07-06,Atlantic/Canary,57,57,32,6,6,2,2,1,0,1,1,1,1,0,0,/home/runner/work/vsigma/vsigma/data/processed/today/2026-07-06,2026-07-06T12:07:14.983113+00:00
