comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v7_rank,baseline_market,candidate_v2_market,candidate_v7_market,candidate_v7_decision,baseline_result,candidate_v2_result,candidate_v7_result,baseline_profit_units,candidate_v2_profit_units,candidate_v7_profit_units,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE+CANDIDATE_V2+CANDIDATE_V7,1494197,BK Hacken vs Djurgardens IF,Allsvenskan,1,1,1,OVER_2_5,OVER_2_5,OVER_2_5,PRICE_OK,WIN,WIN,WIN,0.57,0.57,0.57,2026-07-06,2026-07-07T10:33:27+00:00,POST,RESULT_COMPARISON,NO_DATE_COLUMN,2026-07-06-20260707T103327Z
