rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
2,2,0,0,0,2,0,0,0,5.5,0,2026-07-06T12:07:05.870254+00:00
