date,fixture_datetime_utc,fixture_timestamp,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,country,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_motivation,away_motivation,home_absences,away_absences,today_pipeline_fetched_at,home_recent_matches,away_recent_matches,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_stats_season_used,away_stats_season_used,data_enrichment_level,home_recent_stats_matches_requested,home_recent_stats_matches_used,home_recent_stats_coverage_ratio,home_recent_stats_available_flag,home_recent_shots_for_pg,home_recent_shots_against_pg,home_recent_sot_for_pg,home_recent_sot_against_pg,home_recent_possession_pct,home_recent_corners_for_pg,home_recent_corners_against_pg,home_recent_fouls_pg,home_recent_yellow_pg,home_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_stats_matches_requested,away_recent_stats_matches_used,away_recent_stats_coverage_ratio,away_recent_stats_available_flag,away_recent_shots_for_pg,away_recent_shots_against_pg,away_recent_sot_for_pg,away_recent_sot_against_pg,away_recent_possession_pct,away_recent_corners_for_pg,away_recent_corners_against_pg,away_recent_fouls_pg,away_recent_yellow_pg,away_recent_offsides_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,recent_fixture_statistics_updated_at,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_absence_risk_score,away_absence_risk_score,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,injuries_availability_updated_at,home_lineup_available_flag,away_lineup_available_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,fixture_lineups_updated_at,home_rank,home_points,home_goals_diff,home_played,home_table_goals_for,home_table_goals_against,home_urgency_score,away_rank,away_points,away_goals_diff,away_played,away_table_goals_for,away_table_goals_against,away_urgency_score,league_team_count,standings_context_updated_at,odds_1_home_v3,odds_1_draw_v3,odds_1_away_v3,odds_btts_yes_v3,odds_btts_no_v3,odds_over_1_5_v3,odds_under_1_5_v3,odds_over_2_5_v3,odds_under_2_5_v3,odds_over_3_5_v3,odds_under_3_5_v3,odds_dc_1x_v3,odds_dc_x2_v3,odds_dc_12_v3,odds_home_dnb_v3,odds_away_dnb_v3,odds_bookmakers_count_v3,odds_market_count_v3,odds_values_count_v3,imp_1_home,imp_1_draw,imp_1_away,imp_btts_yes,imp_btts_no,imp_over_1_5,imp_under_1_5,imp_over_2_5,imp_under_2_5,imp_over_3_5,imp_under_3_5,imp_dc_1x,imp_dc_x2,imp_dc_12,imp_home_dnb,imp_away_dnb,odds_context_v3_updated_at,odds_context_v3_status,league_tier,league_tier_rank,league_filter_reason,league_quality_score,old_data_count,prior_data_count,standings_data_count,recent_stats_data_count,injuries_data_count,data_quality_score,data_warning,home_absences_num,away_absences_num,home_availability_unknown_penalty,away_availability_unknown_penalty,availability_uncertainty_penalty,availability_known_risk_score,availability_attack_penalty,lineup_score_nudge,attack_environment_score,recent_stats_process_score,home_goal_path_score,away_goal_path_score,home_rank_strength,away_rank_strength,team_edge_raw,team_edge_score,home_motivation_num,away_motivation_num,motivation_total_score,absences_noise_penalty,standings_context_score,vsigma_pre_score,vsigma_priority,market_family_hint,is_two_leg_tie,tie_context_status,tie_state_label,tie_home_delta,tie_away_delta,home_trailing_in_tie,away_trailing_in_tie,tie_level_before_second_leg,tie_adjustment_applied,tie_adjustment_note
2026-05-10,2026-05-10T20:00:00+01:00,1778439600,Serie A,71,2026,1492257,PST,Remo,1198,Palmeiras,121,Brazil,PST,Match Postponed,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,2026-05-10T20:28:11.215813+00:00,8.0,8.0,1.625,2.25,1.5,1.375,1.375,0.375,0.875,0.875,0.125,0.625,0.75,0.375,0.75,0.625,0.625,0.25,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,4.0,0.8,1.0,11.75,12.5,4.5,6.25,42.5,3.25,5.25,11.5,1.0,1.5,3.25,5.0,5.0,1.0,1.0,19.4,12.8,4.6,3.4,57.4,8.0,4.8,12.8,1.4,2.2,6.6,PARTIAL,2026-05-10T20:28:14.267337+00:00,16.0,4.0,1.0,1.0,13.2,4.0,FULL,FULL,HIGH,HIGH,FULL,2026-05-10T20:28:15.564968+00:00,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,90.0,-88.28,0.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,2026-05-10T20:28:16.839051+00:00,19.0,11.0,-9.0,14.0,15.0,24.0,1.0,1.0,33.0,13.0,14.0,24.0,11.0,1.0,20.0,2026-05-10T20:28:18.160443+00:00,4.2,3.55,2.02,1.81,1.97,1.35,3.55,2.07,1.85,3.63,1.33,,,,,,13.0,168.0,5636.0,0.2381,0.2817,0.495,0.5525,0.5076,0.7407,0.2817,0.4831,0.5405,0.2755,0.7519,,,,,,2026-05-10T20:28:19.438329+00:00,OK,TIER_2,2,brazil_serie_a,23,8,16,9,16,4,28.0,OK_FULL_STATS,13.2,4.0,0.0,0.0,0.0,17.2,0.1,0.0,16.43,3.6,11.94,17.49,0.0526315789473684,1.0,-19.11,16.0,0.0,0.0,0.0,0.1,4.88,88.21,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-10,2026-05-10T23:30:00+01:00,1778452200,Serie A,71,2026,1492255,NS,Gremio,130,Flamengo,127,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,2026-05-10T20:28:11.216166+00:00,8.0,8.0,1.875,2.5,0.875,2.375,0.25,0.75,0.5,1.0,0.875,0.375,0.0,0.625,0.375,1.0,0.125,0.625,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,14.6,10.6,4.0,2.6,59.6,4.6,3.4,12.8,2.0,2.2,4.2,5.0,5.0,1.0,1.0,13.8,14.0,7.0,5.0,51.8,4.0,4.8,12.0,2.0,0.6,3.4,FULL,2026-05-10T20:28:14.223405+00:00,16.0,8.0,1.0,1.0,13.6,7.6,FULL,FULL,HIGH,HIGH,FULL,2026-05-10T20:28:15.556431+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,121.72,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-10T20:28:16.827474+00:00,15.0,17.0,-1.0,14.0,15.0,16.0,0.5,2.0,27.0,14.0,13.0,26.0,12.0,1.0,20.0,2026-05-10T20:28:18.157069+00:00,4.16,3.55,2.0,1.95,1.91,1.38,3.2,2.17,1.77,4.0,1.28,,,,,,13.0,172.0,5700.0,0.2404,0.2817,0.5,0.5128,0.5236,0.7246,0.3125,0.4608,0.565,0.25,0.7812,,,,,,2026-05-10T20:28:19.416562+00:00,OK,TIER_2,2,brazil_serie_a,23,8,16,9,16,4,28.0,OK_FULL_STATS,13.6,7.6,0.0,0.0,0.0,21.2,0.1,0.0,15.96,4.0,10.62,16.42,0.2631578947368421,0.9473684210526316,-17.53,16.0,0.0,0.0,0.0,0.1,4.34,87.2,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-10,2026-05-10T21:30:00+01:00,1778445000,Major League Soccer,253,2026,1490278,NS,New York City FC,1604,Columbus Crew,1613,USA,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2026-05-10T20:28:11.216073+00:00,8.0,8.0,1.0,2.0,1.75,2.25,1.875,1.125,0.625,1.0,0.0,0.25,0.625,0.75,0.875,1.0,0.5,0.75,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,4.0,0.8,1.0,13.25,11.25,5.5,5.5,64.0,3.75,2.75,9.75,1.75,3.5,2.75,5.0,4.0,0.8,1.0,11.25,9.5,4.0,3.25,57.75,4.25,3.5,11.5,1.5,1.0,3.25,PARTIAL,2026-05-10T20:28:14.180000+00:00,8.0,6.0,1.0,1.0,8.0,5.2,FULL,FULL,HIGH,HIGH,FULL,2026-05-10T20:28:15.551454+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,1.72,1.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-10T20:28:16.810394+00:00,11.0,12.0,1.0,11.0,19.0,18.0,0.0,12.0,12.0,0.0,11.0,16.0,16.0,0.0,30.0,2026-05-10T20:28:18.152405+00:00,2.55,3.7,2.76,1.57,2.38,1.24,4.46,1.73,2.19,2.88,1.47,,,,,,12.0,145.0,3966.0,0.3922,0.2703,0.3623,0.6369,0.4202,0.8065,0.2242,0.578,0.4566,0.3472,0.6803,,,,,,2026-05-10T20:28:19.392813+00:00,OK,TIER_2,2,usa_mls,23,8,16,9,16,4,28.0,OK_FULL_STATS,8.0,5.2,0.0,0.0,0.0,13.2,0.1,0.0,19.53,3.2,15.02,19.97,0.6551724137931034,0.6206896551724138,-8.68,9.55,0.0,0.0,0.0,0.1,2.04,82.02,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-10,2026-05-10T22:30:00+01:00,1778448600,Serie A,71,2026,1492258,NS,Santos,128,RB Bragantino,794,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2026-05-10T20:28:11.216121+00:00,8.0,8.0,1.125,1.625,1.125,2.125,1.125,1.25,0.875,0.75,0.25,0.125,0.75,0.625,0.75,0.75,0.25,0.625,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,12.8,13.8,3.2,3.4,51.2,4.6,5.4,10.0,2.2,1.8,4.8,5.0,5.0,1.0,1.0,15.4,11.0,6.6,3.8,52.4,4.6,4.2,12.2,2.8,1.0,2.0,FULL,2026-05-10T20:28:14.290983+00:00,12.0,12.0,1.0,1.0,10.0,11.6,FULL,FULL,HIGH,HIGH,FULL,2026-05-10T20:28:15.568174+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,61.72,1.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-10T20:28:16.846508+00:00,16.0,15.0,-3.0,14.0,19.0,22.0,0.5,7.0,20.0,1.0,14.0,17.0,16.0,0.0,20.0,2026-05-10T20:28:18.161826+00:00,2.24,3.4,3.65,1.85,2.0,1.36,3.5,2.1,1.83,3.85,1.31,,,,,,13.0,168.0,5777.0,0.4464,0.2941,0.274,0.5405,0.5,0.7353,0.2857,0.4762,0.5464,0.2597,0.7634,,,,,,2026-05-10T20:28:19.446246+00:00,OK,TIER_2,2,brazil_serie_a,23,8,16,9,16,4,28.0,OK_FULL_STATS,10.0,11.6,0.0,0.0,0.0,21.6,0.1,0.0,17.93,4.0,14.63,18.42,0.2105263157894736,0.6842105263157895,-9.74,10.71,0.0,0.0,0.0,0.1,2.23,81.77,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-10,2026-05-10T22:30:00+01:00,1778448600,Serie A,71,2026,1492256,NS,Mirassol,7848,Chapecoense-sc,132,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2026-05-10T20:28:11.216118+00:00,8.0,8.0,1.625,0.875,1.125,0.875,1.0,1.625,0.75,0.625,0.25,0.125,0.5,0.625,0.75,0.75,0.375,0.625,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,10.4,16.0,3.8,4.6,39.6,3.4,7.6,14.6,4.0,1.0,2.8,5.0,3.0,0.6,1.0,11.0,18.667,2.0,6.0,38.667,4.0,4.667,11.0,3.333,0.5,3.333,PARTIAL,2026-05-10T20:28:14.244810+00:00,8.0,8.0,1.0,1.0,7.2,6.8,FULL,FULL,HIGH,HIGH,FULL,2026-05-10T20:28:15.558705+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,61.72,1.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-10T20:28:16.833144+00:00,18.0,12.0,-4.0,13.0,15.0,19.0,1.0,20.0,8.0,-13.0,13.0,13.0,26.0,1.0,20.0,2026-05-10T20:28:18.159071+00:00,1.5,4.6,7.6,2.0,1.88,1.28,4.2,1.86,2.07,3.2,1.4,,,,,,13.0,168.0,5752.0,0.6667,0.2174,0.1316,0.5,0.5319,0.7812,0.2381,0.5376,0.4831,0.3125,0.7143,,,,,,2026-05-10T20:28:19.427869+00:00,OK,TIER_2,2,brazil_serie_a,23,8,16,9,16,4,28.0,OK_FULL_STATS,7.2,6.8,0.0,0.0,0.0,14.0,0.1,0.0,13.75,2.45,15.72,9.96,0.1052631578947368,0.0,8.19,9.01,0.0,0.0,0.0,0.1,3.37,77.03,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-10,2026-05-10T22:30:00+01:00,1778448600,Serie A,71,2026,1492252,NS,Corinthians,131,Sao Paulo,126,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2026-05-10T20:28:11.216114+00:00,8.0,8.0,1.875,1.75,1.0,1.0,0.375,0.75,0.75,0.75,0.75,0.625,0.25,0.25,0.5,0.5,0.125,0.25,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,11.6,11.6,3.6,4.8,59.8,5.0,3.4,10.6,1.4,2.0,3.8,5.0,5.0,1.0,1.0,14.6,16.0,4.0,3.6,47.6,9.6,5.8,13.2,2.0,1.75,5.4,FULL,2026-05-10T20:28:14.204086+00:00,14.0,12.0,1.0,1.0,12.8,10.0,FULL,FULL,HIGH,HIGH,FULL,2026-05-10T20:28:15.554039+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,61.72,1.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-10T20:28:16.819183+00:00,17.0,15.0,-3.0,14.0,10.0,13.0,1.0,4.0,24.0,6.0,14.0,19.0,13.0,0.5,20.0,2026-05-10T20:28:18.154725+00:00,2.05,3.22,4.34,2.1,1.73,1.5,2.77,2.6,1.57,5.2,1.2,,,,,,13.0,172.0,5823.0,0.4878,0.3106,0.2304,0.4762,0.578,0.6667,0.361,0.3846,0.6369,0.1923,0.8333,,,,,,2026-05-10T20:28:19.403765+00:00,OK,TIER_2,2,brazil_serie_a,23,8,16,9,16,4,28.0,OK_FULL_STATS,12.8,10.0,0.0,0.0,0.0,22.8,0.1,0.0,13.17,4.0,10.98,10.28,0.1578947368421053,0.8421052631578947,-6.22,6.84,0.0,0.0,0.0,0.1,4.0,74.91,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-10,2026-05-10T23:00:00+01:00,1778450400,Canadian Championship,259,2026,1543078,NS,Vancouver FC,20881,Langley United Sa,27723,Canada,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-10T20:28:11.216148+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,canada_cup_noisy,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-10,2026-05-10T22:30:00+01:00,1778448600,Serie B,72,2026,1520671,NS,Avai,145,Fortaleza EC,154,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-10T20:28:11.216125+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,brazil_serie_b_noisy,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-10,2026-05-10T23:30:00+01:00,1778452200,Serie B,72,2026,1520678,NS,Novorizontino,7834,Botafogo SP,2618,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-10T20:28:11.216172+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,brazil_serie_b_noisy,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-10,2026-05-10T23:30:00+01:00,1778452200,Serie C,75,2026,1526807,NS,Brusque,1211,Ypiranga-RS,1221,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-10T20:28:11.216176+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,brazil_serie_c_noisy,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
