rows_processed,avg_home_matches_used,avg_away_matches_used,full_rows,partial_rows,sparse_rows,none_rows,stats_fixture_requests,api_calls_made,cache_hits,api_errors,plan_limit_errors,generated_at_utc
6,4.667,4.5,3,3,0,0,60,0,60,0,0,2026-05-10T20:28:14.411514+00:00
