summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,6,4,4,4,0,87.0567,0.098663,20.1667,3.0,3.3333,13.8333
by_final_execution_bucket,APPROVED_PREMIUM,,,,,4,4,4,4,0,90.0,0.144423,21.5,4.5,3.0,14.0
by_final_execution_bucket,WATCH,,,,,2,0,0,0,0,81.17,0.007142,17.5,0.0,4.0,13.5
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,4,4,4,4,0,90.0,0.144423,21.5,4.5,3.0,14.0
by_bucket_and_governance_status,WATCH,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,,,,2,0,0,0,0,81.17,0.007142,17.5,0.0,4.0,13.5
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,4,4,4,4,0,90.0,0.144423,21.5,4.5,3.0,14.0
by_bucket_and_final_recommendation,WATCH,,WATCH,,,2,0,0,0,0,81.17,0.007142,17.5,0.0,4.0,13.5
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,87.095,0.190486,20.5,4.5,2.0,14.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,2,2,2,2,0,92.905,0.098361,22.5,4.5,4.0,14.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,2,0,0,0,0,81.17,0.007142,17.5,0.0,4.0,13.5
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,4,4,4,4,0,90.0,0.144423,21.5,4.5,3.0,14.0
by_bucket_and_best_evidence_tier,WATCH,,,,STANDARD_EVIDENCE,2,0,0,0,0,81.17,0.007142,17.5,0.0,4.0,13.5
