mode,execution_shortlist_source,rows_total,graded_rows,wins,losses,pushes,voids,profit_units_total,roi_percent
CORE_ONLY,PREMIUM_CORE,16,16,13,3,0,0,6.4,40.0
CORE_PLUS_STANDARD,PREMIUM_CORE,16,16,13,3,0,0,6.4,40.0
CORE_PLUS_STANDARD,STANDARD_FILL,0,0,0,0,0,0,0.0,
FULL_SHORTLIST,PREMIUM_CORE,16,16,13,3,0,0,6.4,40.0
FULL_SHORTLIST,PREMIUM_EXTENDED,6,6,5,1,0,0,0.94,15.666667
FULL_SHORTLIST,STANDARD_FILL,0,0,0,0,0,0,0.0,
COMPETITION_ACCURACY_MODE,PREMIUM_CORE,6,6,5,1,0,0,2.48,41.333333
COMPETITION_ACCURACY_MODE,PREMIUM_EXTENDED,3,3,2,1,0,0,-0.2,-6.666667
COMPETITION_ACCURACY_MODE,STANDARD_FILL,0,0,0,0,0,0,0.0,
