segment,rows_total,graded_rows,wins,losses,pushes,voids,profit_units_total,roi_percent
PREMIUM_CORE,16,16,13,3,0,0,6.4,40.0
PREMIUM_EXTENDED,6,6,5,1,0,0,0.94,15.666667
