date,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_form_pts,away_form_pts,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_motivation,away_motivation,home_absences,away_absences,country,home_recent_matches,home_goals_for_pg,home_goals_against_pg,home_btts_rate,home_over15_rate,home_over25_rate,away_recent_matches,away_goals_for_pg,away_goals_against_pg,away_btts_rate,away_over15_rate,away_over25_rate,data_enrichment_level,data_enrichment_updated_at,home_stats_season_used,away_stats_season_used,data_enrichment_source,home_rank,home_points,home_goals_diff,home_played,home_table_goals_for,home_table_goals_against,home_urgency_score,away_rank,away_points,away_goals_diff,away_played,away_table_goals_for,away_table_goals_against,away_urgency_score,league_team_count,standings_context_updated_at,odds_1_home,odds_1_draw,odds_1_away,odds_btts_yes,odds_btts_no,odds_over_1_5,odds_under_1_5,odds_over_2_5,odds_under_2_5,odds_over_3_5,odds_under_3_5,odds_bookmakers_count,odds_values_count,odds_market_count,imp_1_home,imp_1_draw,imp_1_away,imp_btts_yes,imp_btts_no,imp_over_1_5,imp_over_2_5,imp_over_3_5,imp_under_3_5,odds_context_updated_at,odds_context_status,odds_context_v2_status,odds_context_v2_error
2026-05-05,Premier Soccer League,288,2025,1429681,NS,Stellenbosch,4905,Orlando Pirates,2700,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,South-Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Premier Soccer League,288,2025,1429682,NS,Siwelele,26299,Durban City,24757,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,South-Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Premier Soccer League,288,2025,1429683,NS,Magesi,19999,Orbit College,10582,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,South-Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Premier Soccer League,288,2025,1429684,NS,Chippa United,2698,Sekhukhune United,15537,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,South-Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Oberliga - Bremen,749,2025,1437862,NS,Werder Bremen III,16097,Leher TS,1644,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,3. SNL - East,794,2025,1474881,NS,Dobrovce,6720,Korotan Prevalje,16303,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,AFC U17 Asian Cup,1012,2026,1523011,NS,Tajikistan U17,12521,Thailand U17,21445,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Türkiye Kupası,206,2025,1542691,NS,Beşiktaş,549,Konyaspor,607,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Pro League,307,2025,1436164,NS,Al Khaleej Saihat,2928,Al-Hilal Saudi FC,2932,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Saudi-Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Reserve League,906,2026,1512363,NS,Atl. Rafaela 2,27412,Huracán Res.,18688,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Reserve League,906,2026,1512369,NS,Independiente Res.,18689,Ferro 2,26250,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Reserve League,906,2026,1512371,NS,Instituto Res.,20818,Gimnasia Mendoza 2,27272,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Reserve League,906,2026,1512372,NS,Platense Res.,18693,Estudiantes Rio Cuarto 2,27271,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Reserve League,906,2026,1512373,NS,Quilmes 2,27413,Defensa y Justicia Res.,18684,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Brasileiro U20 A,740,2026,1526119,NS,RB Bragantino U20,18345,Fortaleza U20,13009,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Serie C,75,2026,1526804,NS,Ypiranga-RS,1221,Ituano,7779,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa do Brasil U17,1179,2026,1533860,NS,Athletico PR U17,24469,Monte Roraima U17,25799,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa do Brasil U17,1179,2026,1533862,NS,Coritiba U17,27532,IAPE U17,27533,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa do Brasil U17,1179,2026,1533863,NS,Cruzeiro U17,24476,CSA U17,27531,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Catarinense U20,1076,2026,1539805,NS,Joinville U20,13019,Brusque U20,23322,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Cup,761,2025,1540857,NS,FC Vaduz,660,Eschen / Mauren,12713,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Brasileiro U20 B,1183,2026,1538522,NS,Vila Nova U20,13070,Botafogo SP U20,12987,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Campionato,404,2025,1542910,NS,Fiorentino,5301,La Fiorita,2249,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,San-Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Campionato,404,2025,1542911,NS,Folgore,672,Domagnano,5299,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,San-Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Premiership,179,2025,1543679,NS,Dunfermline,1388,Arbroath,4249,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Scotland,0.0,,,,,,0.0,,,,,,NO_AVAILABLE_FREEPLAN_DATA,2026-05-07T17:49:38.133330+00:00,,,NO_AVAILABLE_FREEPLAN_DATA|NO_AVAILABLE_FREEPLAN_DATA,,,,,,,,,,,,,,,12.0,2026-05-07T17:57:24.229221+00:00,2.35,3.4,3.3,1.75,2.0,3.04,3.4,8.0,6.15,23.0,3.1,13.0,3547.0,132.0,0.4255,0.2941,0.303,0.5714,0.5,0.3289,0.125,0.0435,0.3226,2026-05-07T18:39:42.722484+00:00,OK,API_ERROR,API devolvió errors en /odds
2026-05-05,Championship,180,2025,1543764,NS,Alloa Athletic,1391,Airdrie United,4668,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Championship,180,2025,1543765,NS,Queen of the South,1384,Stenhousemuir,6784,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,League One,183,2025,1543768,NS,Clyde,6762,Spartans,6781,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,League One,183,2025,1543769,NS,Forfar Athletic,4250,Hamilton Academical,248,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,UEFA Champions League,2,2025,1540843,NS,Arsenal,42,Atletico Madrid,530,,,,,,,,,2.0,2.25,0.875,1.0,0.25,0.25,5.0,5.0,0.0,0.0,World,8.0,2.5,1.0,0.625,0.875,0.875,8.0,2.5,1.125,0.75,0.875,0.875,HISTORICAL_PRIOR_LAST_8,2026-05-07T17:49:21.399745+00:00,2024.0,2024.0,API_FREEPLAN_HISTORICAL_PRIOR|API_FREEPLAN_HISTORICAL_PRIOR,1.0,24.0,19.0,8.0,23.0,4.0,1.0,14.0,13.0,2.0,8.0,17.0,15.0,0.0,36.0,2026-05-07T17:57:24.224395+00:00,1.67,4.38,5.6,2.01,1.91,2.9,5.6,8.0,4.85,21.0,4.8,13.0,6109.0,188.0,0.5988,0.2283,0.1786,0.4975,0.5236,0.3448,0.125,0.0476,0.2083,2026-05-07T18:39:42.691331+00:00,OK,API_ERROR,API devolvió errors en /odds
2026-05-05,Copa Ecuador,917,2025,1542920,NS,Aucas,1156,San Antonio,23310,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542921,NS,Barcelona SC,1152,Insutec,19033,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542922,NS,Delfin SC,1149,Baños Ciudad de Fuego,24063,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542923,NS,Deportivo Cuenca,1154,La Unión,19413,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542924,NS,Emelec,1148,Daquilema FC,27666,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542925,NS,Guayaquil City FC,1159,Astillero FC (Ecu),27663,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542926,NS,Independiente del Valle,1153,Santo Domingo,13166,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542927,NS,LDU de Quito,1158,Ind. Juniors,2238,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542928,NS,Leones del Norte,19034,Huaquillas,26035,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542929,NS,Libertad,18762,LDU Portoviejo,1988,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542930,NS,Macara,1155,Deportivo Cuenca Juniors,26031,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542931,NS,Manta FC,1980,9 de Octubre,10111,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542932,NS,Mushuc Runa SC,1162,Gualaceo SC,1986,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542933,NS,Orense SC,1992,Cuniburo,21103,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542934,NS,Tecnico Universitario,1151,Cde Juventud Italiana,27662,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Copa Ecuador,917,2025,1542935,NS,Universidad Catolica,1157,El Nacional,1150,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Reserve League,906,2026,1512374,NS,River Plate Res.,18695,Racing Club Res.,18694,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,CONMEBOL Sudamericana,11,2026,1535194,NS,Deportivo Riestra,476,Gremio,130,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,World,0.0,,,,,,0.0,,,,,,NO_AVAILABLE_FREEPLAN_DATA,2026-05-07T17:49:25.820598+00:00,,,NO_AVAILABLE_FREEPLAN_DATA|NO_AVAILABLE_FREEPLAN_DATA,3.0,4.0,-3.0,4.0,2.0,5.0,1.0,2.0,7.0,3.0,4.0,4.0,1.0,1.0,32.0,2026-05-07T17:57:24.225800+00:00,3.21,2.85,2.8,2.55,1.58,4.8,7.0,15.0,3.8,65.0,3.58,13.0,5297.0,170.0,0.3115,0.3509,0.3571,0.3922,0.6329,0.2083,0.0667,0.0154,0.2793,2026-05-07T18:39:42.697811+00:00,OK,API_ERROR,API devolvió errors en /odds
2026-05-05,CONMEBOL Sudamericana,11,2026,1535195,NS,Independiente Petrolero,15702,Caracas FC,2808,,,,,,,,,,0.0,,0.0,,0.0,5.0,5.0,0.0,0.0,World,0.0,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,PARTIAL_HISTORICAL_PRIOR_LAST_8,2026-05-07T17:49:29.467978+00:00,,2023.0,NO_AVAILABLE_FREEPLAN_DATA|API_FREEPLAN_HISTORICAL_PRIOR,4.0,0.0,-7.0,4.0,3.0,10.0,1.0,2.0,8.0,2.0,4.0,6.0,4.0,1.0,32.0,2026-05-07T17:57:24.227306+00:00,2.23,3.35,3.5,1.8,2.12,3.05,5.3,8.0,6.1,23.0,3.2,13.0,5029.0,158.0,0.4484,0.2985,0.2857,0.5556,0.4717,0.3279,0.125,0.0435,0.3125,2026-05-07T18:39:42.706189+00:00,OK,API_ERROR,API devolvió errors en /odds
2026-05-05,CONMEBOL Sudamericana,11,2026,1535196,NS,Juventud,2353,Atletico-MG,1062,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,World,0.0,,,,,,0.0,,,,,,NO_AVAILABLE_FREEPLAN_DATA,2026-05-07T17:49:33.825785+00:00,,,NO_AVAILABLE_FREEPLAN_DATA|NO_AVAILABLE_FREEPLAN_DATA,3.0,5.0,3.0,4.0,8.0,5.0,1.0,4.0,4.0,-1.0,4.0,5.0,6.0,1.0,32.0,2026-05-07T17:57:24.228687+00:00,3.4,3.35,2.42,1.98,1.9,3.45,5.6,10.0,4.5,26.0,2.67,13.0,5734.0,171.0,0.2941,0.2985,0.4132,0.5051,0.5263,0.2899,0.1,0.0385,0.3745,2026-05-07T18:39:42.713020+00:00,OK,API_ERROR,API devolvió errors en /odds
2026-05-05,CONMEBOL Libertadores,13,2026,1535293,NS,Rosario Central,437,Libertad Asuncion,1179,,,,,,,,,1.167,1.167,0.833,0.667,0.167,0.167,5.0,5.0,0.0,0.0,World,6.0,1.333,1.167,0.667,0.667,0.5,6.0,1.167,1.333,0.5,1.0,0.5,HISTORICAL_PRIOR_LAST_8,2026-05-07T17:49:15.806163+00:00,2024.0,2024.0,API_FREEPLAN_HISTORICAL_PRIOR|API_FREEPLAN_HISTORICAL_PRIOR,1.0,10.0,5.0,4.0,5.0,0.0,1.0,4.0,0.0,-5.0,4.0,3.0,8.0,1.0,32.0,2026-05-07T17:57:24.220961+00:00,1.35,5.4,12.0,2.33,1.62,2.7,8.75,6.5,6.75,19.0,3.95,13.0,5413.0,178.0,0.7407,0.1852,0.0833,0.4292,0.6173,0.3704,0.1538,0.0526,0.2532,2026-05-07T18:39:42.668135+00:00,OK,API_ERROR,API devolvió errors en /odds
2026-05-05,CONMEBOL Libertadores,13,2026,1535295,NS,Sporting Cristal,2546,Palmeiras,121,,,,,,,,,1.5,1.875,1.0,0.875,0.0,0.25,5.0,5.0,0.0,0.0,World,2.0,2.0,3.5,1.0,1.0,1.0,8.0,2.125,1.125,0.75,0.875,0.75,HISTORICAL_PRIOR_LAST_8,2026-05-07T17:49:17.286265+00:00,2024.0,2024.0,API_FREEPLAN_HISTORICAL_PRIOR|API_FREEPLAN_HISTORICAL_PRIOR,2.0,6.0,0.0,4.0,4.0,4.0,1.0,1.0,8.0,3.0,4.0,6.0,3.0,1.0,32.0,2026-05-07T17:57:24.222372+00:00,7.0,4.3,1.57,2.05,1.81,2.95,5.8,7.5,6.6,23.0,3.95,13.0,5669.0,180.0,0.1429,0.2326,0.6369,0.4878,0.5525,0.339,0.1333,0.0435,0.2532,2026-05-07T18:39:42.676930+00:00,OK,API_ERROR,API devolvió errors en /odds
2026-05-05,MLS Next Pro,909,2026,1513076,NS,New York City II,18815,Chicago Fire II,4040,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Premier League,422,2026,1514439,NS,Brittons Hill,8402,St. Andrew Lions,8408,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05,Canadian Championship,259,2026,1543072,NS,Toronto FC,1601,Atlético Ottawa,10169,,,,,,,,,,,,,,,5.0,5.0,0.0,0.0,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
