target_date,generated_at,rows_reviewed,api_calls_planned,api_calls_executed,finished_rows,pending_rows,refresh_status_counts,provider_counts,next_action,auto_apply,production_change
2026-08-22,2026-08-22T08:55:04+01:00,2,2,2,2,0,OK=2,API-SPORTS_DIRECT=2,Re-run the postmatch accuracy ledger after this refresh. This output does not create picks or stake.,NO,NO
