shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,recent_stats_quality_flag,recent_stats_process_score,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,final_execution_bucket,final_execution_reason,final_execution_bucket_order
1,TOP_CORE,TOP_CORE,2026-05-08,Italy,Serie B,1419969,Frosinone,Mantova,103.46,97.56,HIGH,2-1 / 3-1 / 2-2,OVER_2_5,BTTS_YES,STRONG,TOP_CORE,BET,TOP_CORE,BET,APPROVED_BY_PROMOTED_RULE,18,0,4,14,STANDARD_EVIDENCE,odds_num <= 1.62,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched standard promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7655,1.54,0.6493506493506493,0.1161493506493506,0.7348,1.57,0.6369426751592356,0.0978573248407643,2.36,1.67,4.03,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-3613.59,0.0,1.0,11.0,11.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.36 | visitante 1.67,Market edge primario: prob 0.765 | impl 0.649 | edge +0.116,Bias lado: +1.79 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=5.80 aSOT=5.20 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,2.0,9.0,1.0,0.0,2.5,2.0,2.0,1.875,0.75,1.0,1.0,0.875,0.375,0.5,0.625,0.375,0.875,0.875,0.625,0.625,18.0,13.2,15.6,12.0,5.8,5.2,4.6,3.4,51.8,55.6,6.6,3.2,5.8,3.8,12.4,15.6,2.75,2.4,2.2,2.2,5.6,3.6,APPROVED_STANDARD,Final actionable recommendation is approved by standard promoted-rule evidence.,2
2,TOP_CORE,TOP_CORE,2026-05-08,France,Ligue 1,1387989,Lens,Nantes,102.89,96.99,HIGH,2-1 / 3-1 / 2-2,OVER_2_5,HOME_WIN,STRONG,TOP_CORE,BET,TOP_CORE,BET,APPROVED_BY_PROMOTED_RULE,18,0,4,14,STANDARD_EVIDENCE,odds_num <= 1.62,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched standard promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.727,1.55,0.6451612903225806,0.0818387096774193,0.7678,1.5,0.6666666666666666,0.1011333333333334,2.86,0.93,3.79,FULL,4.0,5.0,5.0,1.0,1.0,14.0,10.0,FULL,FULL,13.2,10.0,HIGH,HIGH,FULL,23.2,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-3598.59,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.86 | visitante 0.93,Market edge primario: prob 0.727 | impl 0.645 | edge +0.082,Bias lado: +3.82 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=7.00 aSOT=5.20 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=13.20 aRisk=10.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,2.0,17.0,1.0,1.0,1.75,0.75,2.5,0.875,1.625,1.25,0.875,0.5,0.125,0.375,0.75,0.375,1.0,0.625,0.875,0.5,20.6,16.4,8.0,10.6,7.0,5.2,3.0,4.2,60.4,39.8,7.4,6.8,2.2,4.8,10.6,12.6,1.8,2.0,1.4,1.8,4.4,6.2,APPROVED_STANDARD,Final actionable recommendation is approved by standard promoted-rule evidence.,2
8,WATCHLIST,WATCH,2026-05-08,Germany,2. Bundesliga,1388909,SC Paderborn 07,Karlsruher SC,98.34,92.44,HIGH,2-1 / 3-1 / 2-2,BTTS_YES,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PROMOTED_RULE,18,0,4,14,STANDARD_EVIDENCE,odds_num <= 1.62,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched standard promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7897,1.55,0.6451612903225806,0.1445387096774193,0.9385,1.12,0.8928571428571428,0.0456428571428572,2.56,1.94,4.5,FULL,4.0,5.0,5.0,1.0,1.0,0.0,1.0,FULL,FULL,0.0,1.0,LOW,LOW,FULL,1.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-3733.59,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.56 | visitante 1.94,Market edge primario: prob 0.790 | impl 0.645 | edge +0.145,Bias lado: +1.36 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=5.00 aSOT=3.80 | availability=AVAILABILITY_SAFE inj=FULL hRisk=0.00 aRisk=1.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,4.0,9.0,0.5,0.0,1.5,1.25,1.875,1.625,2.0,2.0,1.0,0.625,0.125,0.0,0.875,0.625,1.0,0.875,0.625,0.875,13.2,11.2,11.2,17.0,5.0,3.8,5.4,5.8,44.6,49.6,4.8,3.2,3.8,4.4,14.0,9.2,2.2,1.2,1.0,2.4,3.0,1.8,APPROVED_STANDARD,Final actionable recommendation is approved by standard promoted-rule evidence.,2
13,WATCHLIST,WATCH,2026-05-08,Italy,Serie B,1419961,Pescara,Spezia,90.72,84.82,HIGH,2-1 / 3-1 / 2-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PROMOTED_RULE,18,0,4,14,STANDARD_EVIDENCE,odds_num <= 1.62,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched standard promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7569,1.55,0.6451612903225806,0.1117387096774193,0.906,1.17,0.8547008547008548,0.0512991452991452,2.17,1.8,3.97,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-3613.59,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.17 | visitante 1.80,Market edge primario: prob 0.757 | impl 0.645 | edge +0.112,Bias lado: +0.66 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.60 aSOT=4.60 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,20.0,19.0,1.0,1.0,1.125,0.625,1.5,1.625,1.375,2.375,0.75,0.75,0.25,0.0,0.625,0.75,0.75,1.0,0.625,0.75,13.0,14.0,12.4,12.2,4.6,4.6,4.2,4.4,56.4,46.4,4.4,4.4,3.2,4.0,18.6,20.4,2.4,2.4,1.2,1.8,3.0,4.0,APPROVED_STANDARD,Final actionable recommendation is approved by standard promoted-rule evidence.,2
