summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,27,27,16,16,0,90.8585,0.169441,18.037,2.8148,2.2222,13.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,12,12,12,12,0,87.515,0.171566,23.25,6.3333,3.6667,13.25
by_final_execution_bucket,APPROVED_STANDARD,,,,,4,4,4,4,0,98.8525,0.113566,18.0,0.0,4.0,14.0
by_final_execution_bucket,DOWNGRADED,,,,,11,11,0,0,0,91.5991,0.187441,12.3636,0.0,0.0,12.3636
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,12,12,12,12,0,87.515,0.171566,23.25,6.3333,3.6667,13.25
by_bucket_and_governance_status,APPROVED_STANDARD,APPROVED_BY_PROMOTED_RULE,,,,4,4,4,4,0,98.8525,0.113566,18.0,0.0,4.0,14.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,,,,11,11,0,0,0,91.5991,0.187441,12.3636,0.0,0.0,12.3636
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,12,12,12,12,0,87.515,0.171566,23.25,6.3333,3.6667,13.25
by_bucket_and_final_recommendation,APPROVED_STANDARD,,BET,,,4,4,4,4,0,98.8525,0.113566,18.0,0.0,4.0,14.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,11,11,0,0,0,91.5991,0.187441,12.3636,0.0,0.0,12.3636
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,102.02,0.27276,23.0,7.0,2.0,14.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,10,10,10,10,0,84.614,0.151327,23.3,6.2,4.0,13.1
by_bucket_and_execution_verdict,APPROVED_STANDARD,,,TOP_CORE,,2,2,2,2,0,103.175,0.098994,18.0,0.0,4.0,14.0
by_bucket_and_execution_verdict,APPROVED_STANDARD,,,WATCH,,2,2,2,2,0,94.53,0.128139,18.0,0.0,4.0,14.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,11,11,0,0,0,91.5991,0.187441,12.3636,0.0,0.0,12.3636
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,12,12,12,12,0,87.515,0.171566,23.25,6.3333,3.6667,13.25
by_bucket_and_best_evidence_tier,APPROVED_STANDARD,,,,STANDARD_EVIDENCE,4,4,4,4,0,98.8525,0.113566,18.0,0.0,4.0,14.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,GENERIC_BROAD,11,11,0,0,0,91.5991,0.187441,12.3636,0.0,0.0,12.3636
