date,result,provider,fixtures_returned,fixture_id,status_short,home_team,away_team,score_fulltime_home,score_fulltime_away
2026-05-08,OK,API-SPORTS_DIRECT,436.0,,,,,,
2026-05-08T01:00:00+01:00,MATCHED,,,1535284.0,FT,Coquimbo Unido,Universitario,2.0,1.0
2026-05-08T01:30:00+01:00,MATCHED,,,1535189.0,FT,Blooming,RB Bragantino,0.0,6.0
2026-05-08T01:30:00+01:00,MATCHED,,,1535192.0,FT,Carabobo FC,River Plate,1.0,2.0
2026-05-08T03:00:00+01:00,MATCHED,,,1535289.0,FT,Junior,Cerro Porteno,0.0,1.0
2026-05-08T17:30:00+01:00,MATCHED,,,1388907.0,FT,1. FC Kaiserslautern,Arminia Bielefeld,2.0,0.0
2026-05-08T17:30:00+01:00,MATCHED,,,1388909.0,FT,SC Paderborn 07,Karlsruher SC,2.0,2.0
2026-05-08T18:00:00+01:00,MATCHED,,,1494163.0,FT,IF Elfsborg,IF Brommapojkarna,2.0,0.0
2026-05-08T18:00:00+01:00,MATCHED,,,1494652.0,FT,Ham-Kam,Valerenga,1.0,0.0
2026-05-08T18:00:00+01:00,MATCHED,,,1530585.0,FT,Viborg,Sonderjyske,0.0,1.0
2026-05-08T19:30:00+01:00,MATCHED,,,1388597.0,FT,Borussia Dortmund,Eintracht Frankfurt,3.0,2.0
2026-05-08T19:30:00+01:00,MATCHED,,,1392192.0,FT,Cadiz,Deportivo La Coruna,0.0,1.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419961.0,FT,Pescara,Spezia,1.0,1.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419962.0,FT,Avellino,Modena,1.0,0.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419963.0,FT,Virtus Entella,Carrarese,2.0,1.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419964.0,FT,Sudtirol,Juve Stabia,1.0,1.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419965.0,FT,Venezia,Palermo,2.0,0.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419966.0,FT,Cesena,Padova,3.0,4.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419967.0,FT,Reggiana,Sampdoria,1.0,0.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419968.0,FT,Monza,Empoli,2.0,2.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419969.0,FT,Frosinone,Mantova,5.0,0.0
2026-05-08T19:30:00+01:00,MATCHED,,,1419970.0,FT,Catanzaro,Bari,2.0,3.0
2026-05-08T19:30:00+01:00,MATCHED,,,1543680.0,FT,Arbroath,Dunfermline,0.0,0.0
2026-05-08T19:45:00+01:00,MATCHED,,,1378222.0,FT,Torino,Sassuolo,2.0,1.0
2026-05-08T19:45:00+01:00,MATCHED,,,1387989.0,FT,Lens,Nantes,1.0,0.0
2026-05-08T19:45:00+01:00,MATCHED,,,1536954.0,FT,Standard Liege,OH Leuven,2.0,1.0
2026-05-08T20:00:00+01:00,MATCHED,,,1391163.0,FT,Levante,Osasuna,3.0,2.0
2026-05-08T20:00:00+01:00,MATCHED,,,1543786.0,FT,Hull City,Millwall,0.0,0.0
