target_date,generated_at,rows_reviewed,promoted_rows,blocked_rows,quarantine_rows,promotion_status_counts,next_action,auto_apply,production_change
2026-07-02,2026-07-02T19:54:39+01:00,64,0,0,0,NOT_TRUSTED_NO_PROMOTION=64,No promotion unless TRUSTED_RAW_SOURCE has non-blocked scored data. Keep No Bet for blocked rows.,NO,NO
