summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,12.0,9.0,10.0,0.615,0.593,26.0,94.0,0.0,2026-07-07T11:10:50.311853+00:00,,
home_quality_flag,,,,,,,,,,PARTIAL,5.0
home_quality_flag,,,,,,,,,,FULL,4.0
home_quality_flag,,,,,,,,,,UNKNOWN,3.0
away_quality_flag,,,,,,,,,,PARTIAL,6.0
away_quality_flag,,,,,,,,,,FULL,4.0
away_quality_flag,,,,,,,,,,UNKNOWN,2.0
