fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1554374,Vikingur Reykjavik,Gyori ETO FC,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,81.22,A_ANALIZAR_PRIMERO,
1554368,Lincoln Red Imps FC,Inter Club d'Escaldes,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,76.05,A_ANALIZAR_PRIMERO,
1554361,Ararat-Armenia,Riga,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,74.51,A_ANALIZAR_PRIMERO,
1554367,KI Klaksvik,Atert Bissen,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,73.46,A_ANALIZAR_PRIMERO,
1554371,Sabah FA,The New Saints,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,73.34,A_ANALIZAR_PRIMERO,
1554373,Vardar Skopje,KuPS,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,71.82,A_ANALIZAR_PRIMERO,
1554362,Borac Banja Luka,Levski Sofia,,OVER_OR_BTTS_CHECK,66.4,A_ANALIZAR_PRIMERO,
1554366,Kauno Žalgiris,Drita,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,65.16,B_ANALIZAR,
1554389,AF Elbasani,Bate Borisov,,OVER_OR_BTTS_CHECK,64.32,B_ANALIZAR,
1554364,Floriana,Shamrock Rovers,,OVER_OR_BTTS_CHECK,63.88,B_ANALIZAR,
1554410,UNA Strassen,La Fiorita,,OVER_OR_BTTS_CHECK,61.12,B_ANALIZAR,
1554372,Tre Fiori,Larne,,NO_DATA_ENRICHMENT_REQUIRED,60.85,B_ANALIZAR,
