date,timezone,shortlist_rows,shortlist_bet_rows,ledger_rows,result_available_rows,pending_rows,unmatched_rows,win_rows,loss_rows,push_rows,void_rows,profit_units_total,roi_percent,snapshot_dir,run_finished_at
2026-07-07,Atlantic/Canary,2,2,2,2,0,0,1,1,0,0,-0.09,-4.5,/home/runner/work/vsigma/vsigma/data/processed/today/2026-07-07,2026-07-08T09:38:49.923235+00:00
