date,timezone,api_fixtures,local_date_fixtures,upcoming_fixtures,filtered_rows,scored_rows,shortlist_rows,deep_rows,approved_premium_rows,approved_standard_rows,approved_rows,competition_shortlist_rows,competition_top_rows,downgraded_rows,blocked_rows,watch_rows,snapshot_dir,run_finished_at
2026-07-07,Atlantic/Canary,108,108,87,12,12,11,11,2,0,2,0,0,3,5,1,/home/runner/work/vsigma/vsigma/data/processed/today/2026-07-07,2026-07-07T11:10:36.848546+00:00
