target_date,generated_at,rank,fixture_id,league,home_team,away_team,market_primary,base_recommendation,objective_override_status,home_objective_status,away_objective_status,objective_edge,context_gate_decision,context_gate_reason,recommended_action,home_urgency_score,away_urgency_score,home_rank,away_rank,auto_apply,production_change,guardrail_status
2026-07-07,2026-07-07T11:38:10+01:00,1,1494197,Allsvenskan,BK Hacken,Djurgardens IF,OVER_2_5,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,0.5,0.0,3.0,11.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
