summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,11,10,2,2,0,74.4336,0.239972,15.9091,8.2727,7.6364,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,2,2,2,2,0,83.525,0.235619,25.0,13.0,12.0,0.0
by_final_execution_bucket,BLOCKED,,,,,5,5,0,0,0,76.656,0.348004,25.0,13.0,12.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,3,3,0,0,0,66.7967,0.062822,0.0,0.0,0.0,0.0
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,68.05,,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,2,2,2,2,0,83.525,0.235619,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,BLOCKED,DOWNGRADED_THIN_COVERAGE_PREMIUM_EVIDENCE,,,,5,5,0,0,0,76.656,0.348004,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,3,3,0,0,0,66.7967,0.062822,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,68.05,,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,2,2,2,2,0,83.525,0.235619,25.0,13.0,12.0,0.0
by_bucket_and_final_recommendation,BLOCKED,,WATCH,,,5,5,0,0,0,76.656,0.348004,25.0,13.0,12.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,3,3,0,0,0,66.7967,0.062822,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,WATCH,,MODEL_ONLY,,,1,0,0,0,0,68.05,,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,2,2,2,2,0,83.525,0.235619,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,WATCH,,5,5,0,0,0,76.656,0.348004,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,3,3,0,0,0,66.7967,0.062822,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,1,0,0,0,0,68.05,,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,2,2,2,2,0,83.525,0.235619,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,PREMIUM_EVIDENCE,5,5,0,0,0,76.656,0.348004,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,3,3,0,0,0,66.7967,0.062822,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,1,0,0,0,0,68.05,,0.0,0.0,0.0,0.0
