rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
14,5,0,0,9,0,14,0,0,7.2,9,2026-05-12T14:01:16.086339+00:00
