summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,14,13,10,10,0,86.4521,0.155259,14.7143,10.0,4.7143,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,10,10,10,10,0,89.279,0.174552,18.1,12.7,5.4,0.0
by_final_execution_bucket,DOWNGRADED,,,,,3,3,0,0,0,73.7633,0.13889,8.3333,4.3333,4.0,0.0
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,96.25,0.011444,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,10,10,10,10,0,89.279,0.174552,18.1,12.7,5.4,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,0,0,0,77.85,0.28366,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,2,2,0,0,0,71.72,0.066505,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,96.25,0.011444,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,10,10,10,10,0,89.279,0.174552,18.1,12.7,5.4,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,3,3,0,0,0,73.7633,0.13889,8.3333,4.3333,4.0,0.0
by_bucket_and_final_recommendation,WATCH,,WATCH,,,1,0,0,0,0,96.25,0.011444,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,95.385,0.155825,15.5,12.5,3.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,2,2,2,2,0,97.46,0.21149,22.0,13.0,9.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,6,6,6,6,0,84.5167,0.168482,17.6667,12.6667,5.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,3,3,0,0,0,73.7633,0.13889,8.3333,4.3333,4.0,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,1,0,0,0,0,96.25,0.011444,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,10,10,10,10,0,89.279,0.174552,18.1,12.7,5.4,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,1,1,0,0,0,77.85,0.28366,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,2,2,0,0,0,71.72,0.066505,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,1,0,0,0,0,96.25,0.011444,0.0,0.0,0.0,0.0
