date,fixture_datetime_utc,fixture_timestamp,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,country,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_motivation,away_motivation,home_absences,away_absences,today_pipeline_fetched_at,league_coverage_class,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_coverage_rich_flag,league_data_reliability_score,league_coverage_source_status,league_coverage_note,home_recent_matches,away_recent_matches,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_stats_season_used,away_stats_season_used,data_enrichment_level,home_recent_stats_matches_requested,home_recent_stats_matches_used,home_recent_stats_coverage_ratio,home_recent_stats_available_flag,home_recent_shots_for_pg,home_recent_shots_against_pg,home_recent_sot_for_pg,home_recent_sot_against_pg,home_recent_possession_pct,home_recent_corners_for_pg,home_recent_corners_against_pg,home_recent_fouls_pg,home_recent_yellow_pg,home_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_stats_matches_requested,away_recent_stats_matches_used,away_recent_stats_coverage_ratio,away_recent_stats_available_flag,away_recent_shots_for_pg,away_recent_shots_against_pg,away_recent_sot_for_pg,away_recent_sot_against_pg,away_recent_possession_pct,away_recent_corners_for_pg,away_recent_corners_against_pg,away_recent_fouls_pg,away_recent_yellow_pg,away_recent_offsides_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,recent_fixture_statistics_updated_at,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_absence_risk_score,away_absence_risk_score,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,injuries_availability_updated_at,home_lineup_available_flag,away_lineup_available_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,fixture_lineups_updated_at,home_rank,home_points,home_goals_diff,home_played,home_table_goals_for,home_table_goals_against,home_urgency_score,away_rank,away_points,away_goals_diff,away_played,away_table_goals_for,away_table_goals_against,away_urgency_score,league_team_count,standings_context_updated_at,odds_1_home_v3,odds_1_draw_v3,odds_1_away_v3,odds_btts_yes_v3,odds_btts_no_v3,odds_over_1_5_v3,odds_under_1_5_v3,odds_over_2_5_v3,odds_under_2_5_v3,odds_over_3_5_v3,odds_under_3_5_v3,odds_dc_1x_v3,odds_dc_x2_v3,odds_dc_12_v3,odds_home_dnb_v3,odds_away_dnb_v3,odds_bookmakers_count_v3,odds_market_count_v3,odds_values_count_v3,imp_1_home,imp_1_draw,imp_1_away,imp_btts_yes,imp_btts_no,imp_over_1_5,imp_under_1_5,imp_over_2_5,imp_under_2_5,imp_over_3_5,imp_under_3_5,imp_dc_1x,imp_dc_x2,imp_dc_12,imp_home_dnb,imp_away_dnb,odds_context_v3_updated_at,odds_context_v3_status,league_tier,league_tier_rank,league_filter_reason,league_coverage_uncertainty_penalty,league_stats_reliability_multiplier,league_quality_score,old_data_count,prior_data_count,standings_data_count,recent_stats_data_count,injuries_data_count,data_quality_score,data_warning,home_absences_num,away_absences_num,home_availability_unknown_penalty,away_availability_unknown_penalty,availability_uncertainty_penalty,availability_known_risk_score,availability_attack_penalty,lineup_score_nudge,attack_environment_score,recent_stats_process_score,home_goal_path_score,away_goal_path_score,home_rank_strength,away_rank_strength,team_edge_raw,team_edge_score,home_motivation_num,away_motivation_num,motivation_total_score,absences_noise_penalty,standings_context_score,vsigma_pre_score,vsigma_priority,market_family_hint,is_two_leg_tie,tie_context_status,tie_state_label,tie_home_delta,tie_away_delta,home_trailing_in_tie,away_trailing_in_tie,tie_level_before_second_leg,tie_adjustment_applied,tie_adjustment_note
2026-05-12,2026-05-12T19:30:00+01:00,1778610600,Super League,207,2025,1538477,NS,Grasshoppers,1013,FC Winterthur,2180,Switzerland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.141265+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,0.375,0.75,0.75,1.25,2.875,2.0,0.5,0.75,0.125,0.0,0.375,0.75,1.0,1.0,0.625,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,4.0,0.8,1.0,9.5,14.0,2.5,3.75,39.25,2.75,3.75,12.25,2.0,1.5,2.75,5.0,5.0,1.0,1.0,12.2,15.8,4.6,6.8,51.8,5.2,3.2,10.2,2.2,1.5,2.4,PARTIAL,2026-05-12T14:01:14.750587+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-12T14:01:16.076296+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,268.71,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-12T14:01:17.134226+00:00,5.0,27.0,-29.0,36.0,42.0,71.0,0.0,6.0,23.0,-52.0,36.0,42.0,94.0,0.0,12.0,2026-05-12T14:01:18.096930+00:00,2.02,3.8,3.85,1.57,2.45,1.2,5.04,1.62,2.41,2.55,1.58,,,,,,13.0,114.0,2904.0,0.495,0.2632,0.2597,0.6369,0.4082,0.8333,0.1984,0.6173,0.4149,0.3922,0.6329,,,,,,2026-05-12T14:01:28.310262+00:00,OK,TIER_2,2,switzerland_super_league,0.0,0.95,23,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,16.35,3.0,13.3,19.41,0.6363636363636364,0.5454545454545454,-3.1,3.41,0.0,0.0,0.0,0.0,1.89,72.65,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T19:45:00+01:00,1778611500,Premiership,179,2025,1540016,NS,Kilmarnock,250,Dundee,253,Scotland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.141299+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.375,1.125,1.25,1.375,1.5,1.75,0.75,0.75,0.375,0.125,0.375,0.625,0.75,0.75,0.5,0.75,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,12.6,10.4,4.0,3.8,48.2,5.0,4.6,16.4,2.2,1.8,4.2,5.0,5.0,1.0,1.0,8.8,14.8,3.8,5.6,45.2,3.8,4.0,8.2,1.0,0.667,2.8,FULL,2026-05-12T14:01:14.711632+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-12T14:01:16.072387+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,283.71,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-12T14:01:17.125547+00:00,4.0,34.0,-23.0,36.0,43.0,66.0,0.5,3.0,39.0,-18.0,36.0,38.0,56.0,0.5,12.0,2026-05-12T14:01:18.094138+00:00,1.99,3.7,4.0,1.7,2.15,1.27,4.1,1.83,2.08,3.1,1.42,,,,,,13.0,161.0,5075.0,0.5025,0.2703,0.25,0.5882,0.4651,0.7874,0.2439,0.5464,0.4808,0.3226,0.7042,,,,,,2026-05-12T14:01:27.086246+00:00,OK,TIER_2,2,scotland_premiership,0.0,0.95,23,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,16.94,3.58,16.47,14.85,0.7272727272727273,0.8181818181818181,-0.46,0.51,0.0,0.0,0.0,0.0,4.07,72.52,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T19:30:00+01:00,1778610600,Ligue 1,61,2025,1544684,NS,RED Star FC 93,104,Rodez,1301,France,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2026-05-12T14:01:11.141278+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,2.0,2.25,1.75,1.5,1.375,0.875,0.75,0.875,0.375,0.25,0.5,0.75,0.625,0.75,0.5,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,14.6,10.4,6.2,5.2,51.4,5.0,4.2,12.8,1.6,2.6,3.4,5.0,5.0,1.0,1.0,13.8,10.6,4.2,4.4,40.2,3.6,4.8,13.4,2.4,3.8,4.6,FULL,2026-05-12T14:01:14.565459+00:00,6.0,6.0,1.0,1.0,5.2,4.8,FULL,FULL,HIGH,HIGH,FULL,2026-05-12T14:01:16.060942+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,268.71,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-12T14:01:17.102845+00:00,,,,,,,,,,,,,,,18.0,2026-05-12T14:01:18.086658+00:00,2.28,3.46,3.4,1.77,2.1,1.34,3.5,2.04,1.89,3.55,1.34,,,,,,12.0,141.0,3276.0,0.4386,0.289,0.2941,0.565,0.4762,0.7463,0.2857,0.4902,0.5291,0.2817,0.7463,,,,,,2026-05-12T14:01:22.906321+00:00,OK,TIER_1,1,france_ligue_1,0.0,0.95,30,8,16,1,16,4,22.67,OK_FULL_STATS,5.2,4.8,0.0,0.0,0.0,10.0,0.1,0.0,17.54,3.8,16.2,16.33,0.0,0.0,-1.46,1.61,0.0,0.0,0.0,0.1,0.0,71.72,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T19:45:00+01:00,1778611500,Premiership,179,2025,1544661,NS,Dunfermline,1388,Partick,901,Scotland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.141311+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.5,1.75,1.0,1.375,0.75,0.625,0.5,0.75,0.625,0.5,0.125,0.5,0.625,0.75,0.25,0.25,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,1.0,0.2,1.0,,,5.0,0.0,50.0,6.0,0.0,11.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,SPARSE,2026-05-12T14:01:14.687835+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-12T14:01:16.070444+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,283.71,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-12T14:01:17.121581+00:00,,,,,,,,,,,,,,,12.0,2026-05-12T14:01:18.092781+00:00,2.85,3.4,2.65,1.75,2.05,1.35,3.4,2.07,1.8,3.63,1.31,,,,,,13.0,125.0,3519.0,0.3509,0.2941,0.3774,0.5714,0.4878,0.7407,0.2941,0.4831,0.5556,0.2755,0.7634,,,,,,2026-05-12T14:01:26.053795+00:00,OK,TIER_2,2,scotland_premiership,0.0,0.95,23,8,16,1,7,0,20.42,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,10.22,0.17,6.93,9.1,0.0,0.0,-3.29,3.62,0.0,0.0,0.0,0.0,0.0,57.26,B_ANALIZAR,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T19:45:00+01:00,1778611500,League One,183,2025,1544687,NS,Clyde,6762,Hamilton Academical,248,Scotland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.141314+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,1.0,1.0,0,0.7,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,scotland_league_one_noisy,0.35,0.0,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T15:00:00+01:00,1778594400,Premier League,233,2025,1533636,NS,El Gouna FC,1574,Kahraba Ismailia,20458,Egypt,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.140950+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,egypt_premier_league_noisy,0.0,0.95,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T15:00:00+01:00,1778594400,Premier League,233,2025,1533637,NS,Pharco,15736,Future FC,16431,Egypt,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.140954+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,egypt_premier_league_noisy,0.0,0.95,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T18:00:00+01:00,1778605200,Premier League,233,2025,1533638,NS,Wadi Degla,1046,Ismaily SC,1030,Egypt,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.141183+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,egypt_premier_league_noisy,0.0,0.95,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T18:30:00+01:00,1778607000,Premier Soccer League,288,2025,1429697,NS,TS Galaxy,8074,Mamelodi Sundowns,2699,South-Africa,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.141198+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,south_africa_psl_noisy,0.0,0.95,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T23:30:00+01:00,1778625000,Serie B,72,2026,1520676,NS,Londrina,148,São Bernardo,7865,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.141377+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,brazil_serie_b_noisy,0.0,0.95,13,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-05-12,2026-05-12T21:00:00+01:00,1778616000,Copa Ecuador,917,2025,1542921,NS,Insutec,19033,Barcelona SC,1152,Ecuador,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-12T14:01:11.141354+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,1.0,1.0,0,0.7,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_4,4,ecuador_cup_context_only,0.35,0.0,4,8,0,0,0,0,8.0,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_DATA_BLOCKED,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
