date,timezone,api_fixtures,local_date_fixtures,upcoming_fixtures,filtered_rows,scored_rows,shortlist_rows,deep_rows,approved_premium_rows,approved_standard_rows,approved_rows,competition_shortlist_rows,competition_top_rows,downgraded_rows,blocked_rows,watch_rows,snapshot_dir,run_finished_at
2026-07-08,Atlantic/Canary,154,154,124,9,9,7,7,3,0,3,0,0,1,3,0,/home/runner/work/vsigma/vsigma/data/processed/today/2026-07-08,2026-07-08T10:21:42.740979+00:00
