target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,source_status,discovery_reason,auto_apply,production_change
2026-07-08,2026-07-08T10:55:16+01:00,1554374,UEFA Champions League,,Vikingur Reykjavik,Gyori ETO FC,,data/processed/governance/vsigma_match_stat_forecasts.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-08,2026-07-08T10:55:16+01:00,1554368,UEFA Champions League,,Lincoln Red Imps FC,Inter Club d'Escaldes,,data/processed/governance/vsigma_match_stat_forecasts.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
