summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,7,6,3,3,0,75.0857,0.196339,14.1429,9.0,5.1429,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,3,3,3,3,0,74.6133,0.207311,16.3333,12.3333,4.0,0.0
by_final_execution_bucket,BLOCKED,,,,,3,2,0,0,0,75.4833,0.22024,16.6667,8.6667,8.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,1,1,0,0,0,75.31,0.09172,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,3,3,3,3,0,74.6133,0.207311,16.3333,12.3333,4.0,0.0
by_bucket_and_governance_status,BLOCKED,DOWNGRADED_THIN_COVERAGE_PREMIUM_EVIDENCE,,,,2,2,0,0,0,72.545,0.330937,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,BLOCKED,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,81.36,-0.001155,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,1,1,0,0,0,75.31,0.09172,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,3,3,3,3,0,74.6133,0.207311,16.3333,12.3333,4.0,0.0
by_bucket_and_final_recommendation,BLOCKED,,NO_BET,,,1,0,0,0,0,81.36,-0.001155,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,BLOCKED,,WATCH,,,2,2,0,0,0,72.545,0.330937,25.0,13.0,12.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,1,1,0,0,0,75.31,0.09172,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,74.37,0.33711,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,75.71,0.141041,12.0,12.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,1,1,1,1,0,73.76,0.14378,12.0,12.0,0.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,NO_BET,,1,0,0,0,0,81.36,-0.001155,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,WATCH,,2,2,0,0,0,72.545,0.330937,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,1,1,0,0,0,75.31,0.09172,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,3,3,3,3,0,74.6133,0.207311,16.3333,12.3333,4.0,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,PREMIUM_EVIDENCE,2,2,0,0,0,72.545,0.330937,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,,1,0,0,0,0,81.36,-0.001155,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,1,1,0,0,0,75.31,0.09172,0.0,0.0,0.0,0.0
