target_date,generated_at,component,component_type,path,exists,total_rows,same_day_rows,real_rows,proxy_rows,bet_like_rows,blocked_rows,status_counts,diagnostic_status,detail,auto_apply,production_change
2026-07-08,2026-07-08T21:42:58+01:00,root_scored_matches,SCORING,data/processed/matches_vsigma_scored_v3.csv,true,9,9,9,0,0,2,none,HAS_REAL_ROWS,file has same-day rows,NO,NO
2026-07-08,2026-07-08T21:42:58+01:00,dated_scored_matches,SCORING,data/processed/today/2026-07-08/matches_vsigma_scored_v3.csv,true,9,9,0,0,0,2,none,HAS_ROWS,file has same-day rows,NO,NO
2026-07-08,2026-07-08T21:42:58+01:00,today_execution_shortlist,SHORTLIST,data/processed/today/2026-07-08/vsigma_today_execution_shortlist.csv,true,3,3,3,0,3,0,final_recommendation:BET=3 | execution_verdict:CORE_SHORTLIST=1;TOP_CORE=1;WATCH=1,HAS_REAL_ROWS,file has same-day rows,NO,NO
2026-07-08,2026-07-08T21:42:58+01:00,today_execution_bets_only,BETS,data/processed/today/2026-07-08/vsigma_today_execution_bets_only.csv,true,3,3,3,0,3,0,final_recommendation:BET=3 | execution_verdict:CORE_SHORTLIST=1;TOP_CORE=1;WATCH=1,HAS_REAL_ROWS,file has same-day rows,NO,NO
2026-07-08,2026-07-08T21:42:58+01:00,context_adjusted_final_picks,ADJUSTED,data/processed/today/2026-07-08/vsigma_context_adjusted_final_picks.csv,true,2,2,2,0,2,0,adjusted_final_status:WAIT_PRELOCK=2 | guardrail_status:DATED_UPSTREAM_ONLY_CONTEXT_ADJUSTED_REPORT=2,HAS_REAL_ROWS,file has same-day rows,NO,NO
2026-07-08,2026-07-08T21:42:58+01:00,real_objective_context_gate,OBJECTIVE_PROXY,data/processed/today/2026-07-08/vsigma_real_objective_context_gate.csv,true,2,2,0,0,0,0,guardrail_status:REAL_OBJECTIVE_CONTEXT_REPORT_ONLY=2,HAS_ROWS,file has same-day rows,NO,NO
2026-07-08,2026-07-08T21:42:58+01:00,objective_context_execution_bridge,OBJECTIVE_PROXY,data/processed/today/2026-07-08/vsigma_objective_context_execution_bridge.csv,true,2,2,0,2,2,0,final_recommendation:BET=2 | execution_verdict:OBJECTIVE_CONTEXT_PROXY=2 | guardrail_status:BASE_PROXY_FROM_OBJECTIVE_GATE_NEUTRAL=2,HAS_ROWS,file has same-day rows,NO,NO
2026-07-08,2026-07-08T21:42:58+01:00,candidate_provenance_ledger,PROVENANCE,data/processed/today/2026-07-08/vsigma_candidate_provenance_ledger.csv,true,2,2,0,2,0,2,candidate_origin:OBJECTIVE_PROXY=2 | max_execution_permission:NO_BET=2,HAS_ROWS,file has same-day rows,NO,NO
