target_date,generated_at,rows_reviewed,promoted_rows,blocked_rows,quarantine_rows,promotion_status_counts,next_action,auto_apply,production_change
2026-07-08,2026-07-08T10:55:18+01:00,2,0,0,2,TRUSTED_SOURCE_BUT_NO_SCORED_ROW=2,No promotion unless TRUSTED_RAW_SOURCE has non-blocked scored data. Keep No Bet for blocked rows.,NO,NO
