target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-07-08,2026-07-08T21:42:58+01:00,LOCAL_RAW_CANDIDATES_FOUND,2856,126,454,"Review accepted rows, then feed normal scoring gates.",NO,NO
