rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
10,2,0,0,8,10,0,0,0,8.0,8,2026-05-11T06:34:14.296432+00:00
