summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,14.0,14.0,14.0,0.609,0.581,1.0,139.0,0.0,2026-05-13T14:01:26.454075+00:00,,
home_quality_flag,,,,,,,,,,FULL,12.0
home_quality_flag,,,,,,,,,,PARTIAL,2.0
away_quality_flag,,,,,,,,,,FULL,10.0
away_quality_flag,,,,,,,,,,PARTIAL,4.0
