rows_processed,clean_rows,mixed_rows,polluted_rows,unknown_event_rows,home_anomalies,away_anomalies,event_fixture_requests,event_api_calls,event_cache_hits,event_errors,event_coverage_unknown,event_coverage_unsupported,generated_at_utc
14,5,7,2,0,5,7,96,21,75,0,44,0,2026-05-13T14:01:39.311173+00:00
