target_date,generated_at,self_heal_status,daily_board_exists,daily_board_rows,current_trigger_date,trigger_action,reason,next_action,auto_apply,production_change
2026-06-20,2026-06-20T23:20:19+01:00,OK_BOARD_PRESENT,true,10,2026-06-20,NO_TRIGGER_CHANGE,daily board exists with rows,Use consolidated panel/operator brief normally.,NO,NO
