target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,raw_trust_status,trust_reason,allowed_downstream_use,auto_apply,production_change
2026-06-20,2026-06-20T11:18:04+01:00,1551272,,,Almeria,Malaga,,data/processed/governance/vsigma_candidate_provenance_ceiling.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,1520732,Serie B,Brazil,Ceara,Botafogo SP,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,1520735,Serie B,Brazil,Londrina,Athletic Club,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,1520739,Serie B,Brazil,Vila Nova,Nautico Recife,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,1522830,A Lyga,Lithuania,Banga,FK Zalgiris Vilnius,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,1522828,A Lyga,Lithuania,Panevėžys,Šiauliai,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,1522829,A Lyga,Lithuania,TransINVEST Vilnius,Kauno Žalgiris,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,1526855,Serie C,Brazil,Anápolis,AO Itabaiana,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,1526857,Serie C,Brazil,Botafogo PB,Volta Redonda,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-20,2026-06-20T11:18:04+01:00,1526863,Serie C,Brazil,Santa Cruz,Ypiranga-RS,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
