target_date,generated_at,source_rows_reviewed,review_rows_written,ready_for_manual_review_rows,blocked_rows,review_priority_counts,review_board_status_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,auto_apply,production_change
2026-06-20,2026-06-20T11:18:06+01:00,0,0,0,0,none,none,none,none,none,NO,NO
