target_date,generated_at,rank,fixture_id,league,home_team,away_team,market_primary,base_recommendation,objective_override_status,home_objective_status,away_objective_status,objective_edge,context_gate_decision,context_gate_reason,recommended_action,home_urgency_score,away_urgency_score,home_rank,away_rank,auto_apply,production_change,guardrail_status
2026-06-20,2026-06-20T11:17:55+01:00,1,1551272,Segunda División,Almeria,Malaga,OVER_2_5,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,1.0,0.5,3.0,4.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
