target_date,generated_at,portfolio_verdict,rows_reviewed,status_counts,recommended_stance,top_pick,top_market,top_status,auto_apply,production_change
2026-06-20,2026-06-20T11:17:55+01:00,LIVE_OR_SYMBOLIC_ONLY,1,LIVE_ONLY_OR_SYMBOLIC=1,No prematch serious bet. Live or symbolic only.,Almeria vs Malaga,OVER_2_5,LIVE_ONLY_OR_SYMBOLIC,NO,NO
