target_date,generated_at,rank,fixture_id,home_team,away_team,forecast_confidence,forecast_warning,portfolio_status,context_level,market_hint,stat_profile,primary_stat_market,secondary_stat_market,execution_permission,stake_band,translation_score,translation_reason,kill_switch,source_guard,auto_apply,production_change
2026-06-20,2026-06-20T11:17:55+01:00,1,1551272,Almeria,Malaga,MEDIUM,LINEUPS_INACTIVE,LIVE_ONLY_OR_SYMBOLIC,L7_SOFT_DOWN,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,HIGH_TEMPO | HIGH_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BOTH_TEAMS_THREAT,OVER_1_5_SUPPORTED,OVER_2_5_REVIEW,LIVE_ONLY,SYMBOLIC_ONLY,28,stat_score=44; confidence=MEDIUM 71.6; portfolio=LIVE_ONLY_OR_SYMBOLIC; lineups/context require live or prelock confirmation,NONE,DATED_INPUT_ONLY,NO,NO
2026-06-20,2026-06-20T11:17:55+01:00,2,1520732,Ceara,Botafogo SP,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 55.6; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-20,2026-06-20T11:17:55+01:00,3,1520735,Londrina,Athletic Club,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 55.6; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-20,2026-06-20T11:17:55+01:00,4,1520739,Vila Nova,Nautico Recife,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 55.6; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-20,2026-06-20T11:17:55+01:00,5,1522830,Banga,FK Zalgiris Vilnius,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 51.1; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-20,2026-06-20T11:17:55+01:00,6,1522828,Panevėžys,Šiauliai,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 51.1; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-20,2026-06-20T11:17:55+01:00,7,1522829,TransINVEST Vilnius,Kauno Žalgiris,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 51.1; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-20,2026-06-20T11:17:55+01:00,8,1526855,Anápolis,AO Itabaiana,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 51.1; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-20,2026-06-20T11:17:55+01:00,9,1526857,Botafogo PB,Volta Redonda,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 51.1; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-20,2026-06-20T11:17:55+01:00,10,1526863,Santa Cruz,Ypiranga-RS,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 51.1; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
