target_date,generated_at,rank,fixture_id,home_team,away_team,recheck_decision,market,minutes_to_kickoff,window_status,match_status,elapsed,score,total_shots,total_sot,total_corners,home_possession,away_possession,signal_score,live_trigger_decision,reason,source_guard,auto_apply,production_change
2026-06-20,2026-06-20T16:49:59+01:00,1,1551272,Almeria,Malaga,LIVE_ONLY_WAIT_TRIGGER,OVER_1_5_SUPPORTED,1165.65,TOO_EARLY,NS,0,0-0,0,0,0,0,0,0,TOO_EARLY,outside useful live window,DATED_INPUT_ONLY,NO,NO
