target_date,generated_at,portfolio_verdict,rows_reviewed,status_counts,recommended_stance,top_pick,top_market,top_status,auto_apply,production_change
2026-08-03,2026-08-03T11:54:48+01:00,LIVE_OR_SYMBOLIC_ONLY,1,LIVE_ONLY_OR_SYMBOLIC=1,No prematch serious bet. Live or symbolic only.,Dundee Utd vs Rangers,HOME_WIN,LIVE_ONLY_OR_SYMBOLIC,NO,NO
