summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,119.0,119.0,118.0,0.59,0.558,0.0,1190.0,0.0,2026-05-13T14:58:15.758521+00:00,,
home_quality_flag,,,,,,,,,,FULL,103.0
home_quality_flag,,,,,,,,,,PARTIAL,16.0
away_quality_flag,,,,,,,,,,FULL,106.0
away_quality_flag,,,,,,,,,,PARTIAL,12.0
away_quality_flag,,,,,,,,,,SPARSE,1.0
