target_date,generated_at,rows_reviewed,api_calls_planned,api_calls_executed,finished_rows,pending_rows,refresh_status_counts,provider_counts,next_action,auto_apply,production_change
2026-06-26,2026-06-26T11:36:14+01:00,0,0,0,0,0,none,none,Re-run the postmatch accuracy ledger after this refresh. This output does not create picks or stake.,NO,NO
