country,league,league_tier,league_filter_reason,matches
World,Friendlies Clubs,REJECT,hard_reject_noise_league,93
Brazil,Copa Rio,REJECT,country_league_not_allowlisted,7
Brazil,Catarinense - 2,REJECT,country_league_not_allowlisted,5
Brazil,Maranhense - 2,REJECT,country_league_not_allowlisted,4
Ecuador,Liga Pro,REJECT,country_league_not_allowlisted,3
South-Korea,FA Cup,REJECT,country_league_not_allowlisted,2
Australia,Northern NSW NPL,REJECT,country_league_not_allowlisted,1
Bolivia,Primera División,REJECT,country_league_not_allowlisted,1
Brazil,Brasileiro U17,REJECT,hard_reject_noise_league,1
Brazil,Cearense U20,REJECT,hard_reject_noise_league,1
Ecuador,Liga Pro Serie B,REJECT,country_league_not_allowlisted,1
Finland,Kakkonen - Lohko C,REJECT,country_league_not_allowlisted,1
Finland,Ykkösliiga,REJECT,country_league_not_allowlisted,1
Germany,Oberliga - Bayern Nord,REJECT,hard_reject_noise_league,1
Kazakhstan,Cup,REJECT,country_league_not_allowlisted,1
USA,USL League One,REJECT,country_league_not_allowlisted,1
World,Friendlies,REJECT,hard_reject_noise_league,1
World,Friendlies Women,REJECT,hard_reject_noise_league,1
World,World Cup,REJECT,country_league_not_allowlisted,1
World,UEFA Champions League,TIER_1,uefa_top_competition,4
World,UEFA Europa Conference League,TIER_1,uefa_top_competition,2
