snapshot_id,target_date,generated_at,pipeline_stage,fixture_id,league,home_team,away_team,market_primary,market_alt,experiment_id,source_candidate_version,odds_market_name,bookmaker_count,odds_available_flag,selected_price,median_price,best_price,implied_probability,odds_dispersion_score,source_file,source_file_hash,snapshot_rebuild_mode,true_pre_snapshot_available_flag,clv_usable_for_threshold_calibration_flag,source_snapshot_stage,source_snapshot_note
a928e369907b553d53a7d886754dc61d,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1391177,La Liga,Valencia,Rayo Vallecano,OVER_1_5,OVER_2_5,OFFICIAL_BASELINE,OFFICIAL_BASELINE,OVER_1_5,,1,1.4,1.4,1.4,0.7142857142857143,,vsigma_today_competition_top.csv,9790db1356aedcc5f343e4fa67ae66ad7e5b912f19b25635c2a787df93005efc,,,,,
dcf3e407f974eae64d9047f99b601f9a,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1544064,League One,Bradford,Bolton,OVER_1_5,OVER_2_5,OFFICIAL_BASELINE,OFFICIAL_BASELINE,OVER_1_5,,1,1.33,1.33,1.33,0.7518796992481203,,vsigma_today_competition_top.csv,9790db1356aedcc5f343e4fa67ae66ad7e5b912f19b25635c2a787df93005efc,,,,,
423b925abf784944254062969d9005a8,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1391177,La Liga,Valencia,Rayo Vallecano,OVER_1_5,OVER_2_5,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2,OVER_1_5,,1,1.4,1.4,1.4,0.7142857142857143,,vsigma_today_candidate_v2_competition_top.csv,a758476fbc31f463dd368655a7c98334120010518dd63aad649f7031c7fe5212,,,,,
0390a7e64649c5d7c165bce8d19b03fd,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1544064,League One,Bradford,Bolton,OVER_1_5,OVER_2_5,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2,OVER_1_5,,1,1.33,1.33,1.33,0.7518796992481203,,vsigma_today_candidate_v2_competition_top.csv,a758476fbc31f463dd368655a7c98334120010518dd63aad649f7031c7fe5212,,,,,
cf782fe7bb2a61e1b0618f03f393ae79,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1391176,La Liga,Real Madrid,Oviedo,BTTS_YES,OVER_2_5,OFFICIAL_BASELINE,EXECUTION_SHORTLIST,BTTS_YES,,1,1.91,1.91,1.91,0.5235602094240838,,vsigma_today_execution_shortlist.csv,555ce7cdf1231764877ecfa7b7e612411e71a6953a7aa91264ce5a5a9607852e,,,,,
f245bc3c2f546b31ee66f691aaa9a3a9,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1391177,La Liga,Valencia,Rayo Vallecano,OVER_1_5,OVER_2_5,OFFICIAL_BASELINE,EXECUTION_SHORTLIST,OVER_1_5,,1,1.4,1.4,1.4,0.7142857142857143,,vsigma_today_execution_shortlist.csv,555ce7cdf1231764877ecfa7b7e612411e71a6953a7aa91264ce5a5a9607852e,,,,,
87c233aae937a818835c956e80122359,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1544064,League One,Bradford,Bolton,OVER_1_5,OVER_2_5,OFFICIAL_BASELINE,EXECUTION_SHORTLIST,OVER_1_5,,1,1.33,1.33,1.33,0.7518796992481203,,vsigma_today_execution_shortlist.csv,555ce7cdf1231764877ecfa7b7e612411e71a6953a7aa91264ce5a5a9607852e,,,,,
ceb143c56f9fc16b6a759e47907a9d33,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1391176,La Liga,Real Madrid,Oviedo,BTTS_YES,OVER_2_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,BTTS_YES,,1,1.91,1.91,1.91,0.5235602094240838,,vsigma_deep_analysis_candidates.csv,8e7a36e3818da81deeec32e0edb6fdc8f51f8716a897c95a6fefb4dd03397309,,,,,
5ae91eb2bdcff127245bb4bcefe52f7f,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1391177,La Liga,Valencia,Rayo Vallecano,OVER_1_5,OVER_2_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,OVER_1_5,,1,1.4,1.4,1.4,0.7142857142857143,,vsigma_deep_analysis_candidates.csv,8e7a36e3818da81deeec32e0edb6fdc8f51f8716a897c95a6fefb4dd03397309,,,,,
ee72e6ed3b5eaa056f0a57273ba0d630,2026-05-14,2026-05-15T07:03:45+00:00,PRE,1544064,League One,Bradford,Bolton,OVER_1_5,OVER_2_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,OVER_1_5,,1,1.33,1.33,1.33,0.7518796992481203,,vsigma_deep_analysis_candidates.csv,8e7a36e3818da81deeec32e0edb6fdc8f51f8716a897c95a6fefb4dd03397309,,,,,
