summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,28.0,28.0,28.0,0.648,0.634,12.0,268.0,0.0,2026-05-13T13:42:56.163639+00:00,,
home_quality_flag,,,,,,,,,,FULL,16.0
home_quality_flag,,,,,,,,,,PARTIAL,12.0
away_quality_flag,,,,,,,,,,PARTIAL,16.0
away_quality_flag,,,,,,,,,,FULL,12.0
