date,timezone,mode,baseline_competition_rows,candidate_v2_competition_rows,candidate_v7_competition_rows,price_ok_rows,price_thin_secondary_rows,price_rejected_rows,price_prelock_required_rows,v7_waiting_for_prelock_rows,v7_prelock_confirmed_rows,v7_prelock_rejected_rows,v7_prelock_unavailable_rows,price_drift_penalized_rows,official_baseline_preserved,candidate_v2_preserved,run_finished_at
2026-07-01,Atlantic/Canary,SHADOW_CANDIDATE_V7_PRICE_DISCIPLINE_CLV_DRIFT_GUARD,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2026-07-01T11:27:13.192748+00:00
