target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,source_status,discovery_reason,auto_apply,production_change
2026-07-01,2026-07-01T20:16:01+01:00,1530593,1 Lyga,Lithuania,Atmosfera,Be1 NFA,2026-07-01T17:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1530598,1 Lyga,Lithuania,FA Šiauliai II,Tauras,2026-07-01T16:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1543415,2. Deild,Iceland,Haukar,Kári,2026-07-01T20:15:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1517303,Canadian Premier League,Canada,Forge,Vancouver FC,2026-07-01T18:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1517304,Canadian Premier League,Canada,HFX Wanderers FC,Atlético Ottawa,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1537423,Capital Territory NPL,Australia,Monaro Panthers,Queanbeyan City,2026-07-01T10:30:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1565175,Carioca A2,Brazil,Bonsucesso,América RJ,2026-07-01T18:45:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1541992,Catarinense - 2,Brazil,Blumenau,Juventus SC,2026-07-01T19:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1542028,Catarinense - 2,Brazil,Jaraguá,Tubarao,2026-07-01T19:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1544432,Copa Chile,Chile,Cobresal,D. La Serena,2026-07-01T23:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1544433,Copa Chile,Chile,Deportes Limache,Coquimbo Unido,2026-07-01T23:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1544434,Copa Chile,Chile,Universidad de Concepcion,Nublense,2026-07-01T20:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560815,Copa Venezuela,Venezuela,Aragua FC,Yaracuyanos FC,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560818,Copa Venezuela,Venezuela,Atletico el Vigia FC,Club Atletico Barinas,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560816,Copa Venezuela,Venezuela,Bolívar,Monagas SC,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560817,Copa Venezuela,Venezuela,Caracas FC,Fundación Lara Deportiva,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560819,Copa Venezuela,Venezuela,Marítimo,Atletico Avila FC,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560820,Copa Venezuela,Venezuela,Mineros de Guyana,Dinamo de Puerto La Cruz,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560821,Copa Venezuela,Venezuela,Petare FC,Academia Anzoátegui,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560822,Copa Venezuela,Venezuela,Rayo Zuliano,Urena SC,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560823,Copa Venezuela,Venezuela,Trujillanos FC,Deportivo Lara,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1560824,Copa Venezuela,Venezuela,Zamora FC,Real Frontera,2026-07-01T21:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1510621,Division 2 - Norra Götaland,Sweden,Husqvarna,Lidköping,2026-07-01T18:30:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1551289,Division Intermedia,Paraguay,Guairena FC,Deportivo Santani,2026-07-01T14:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1504484,Ettan - Södra,Sweden,Eskilsminne,Kristianstad,2026-07-01T18:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1519379,Liga Pro,Ecuador,LDU de Quito,Orense SC,2026-07-01T23:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1526564,Liga Pro Serie B,Ecuador,Cuniburo,Gualaceo SC,2026-07-01T19:00:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-07-01,2026-07-01T20:16:01+01:00,1544798,Maranhense - 2,Brazil,Tupan,Araioses,2026-07-01T19:30:00+01:00,data/processed/matches_league_rejected.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
