target_date,generated_at,rules_available,candidate_rules_applied,shadow_rows,finished_shadow_rows,pending_shadow_rows,hit_rows,miss_rows,void_rows,not_evaluated_rows,shadow_outcome_counts,rule_market_counts,rule_decision_counts,paper_trade_permission_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-07-12,2026-07-12T10:27:37+01:00,84,27,32,32,0,31,1,0,0,HIT=31; MISS=1,API_DNB=10; API_DOUBLE_CHANCE=10; OVER_1_5=10; UNDER_3_5=2,FUTURE_RULE_REVIEW_ONLY=32,SHADOW_ONLY=32,NO_RULE_ACTIVATION_PERMISSION=32,NO_PICK_PERMISSION=32,NO_STAKE_PERMISSION=32,"Track shadow outcomes over future runs. This ledger cannot activate rules, picks, or stake.",NO,NO
